countrycode,year,test,idgrade,subject,nonprof_all,se_nonprof_all,nonprof_ma,se_nonprof_ma,nonprof_fe,se_nonprof_fe,fgt1_all,fgt1_fe,fgt1_ma,fgt2_all,fgt2_fe,fgt2_ma
YEM,2003,TIMSS,4,science,80.34536,2.0805411,80.312088,2.5576053,80.395973,2.5660424,.51261789,.49508151,.5241729,.34952936,.32984757,.3624891
YEM,2007,TIMSS,4,math,93.671143,.80121595,94.13443,.93271583,93.079765,1.0484591,.47838587,.44900179,.50115162,.28689271,.25790641,.30934873
YEM,2007,TIMSS,4,science,92.199623,1.0533235,93.091461,1.2526989,91.061211,1.245864,.56148237,.53761119,.57976788,.39027104,.36419973,.41024166
YEM,2011,TIMSS,4,math,90.734612,1.0438788,91.072075,1.2305245,90.237213,1.4303855,.43331409,.41524959,.44546437,.24036585,.22433898,.25114176
YEM,2011,TIMSS,4,science,93.501053,.93797034,94.173454,1.1151803,92.509972,1.1665729,.51955396,.48204485,.54455525,.33313981,.29365671,.35945627
YEM,2011,TIMSS,6,math,68.510002,2.1150005,69.323021,2.5376635,67.396538,2.5769465,.25379544,.23965898,.26382226,.095296733,.088326119,.10024136
YEM,2011,TIMSS,6,science,65.403458,2.1752787,67.63443,2.732419,62.348053,2.8266585,.30168793,.28287575,.31434703,.13439202,.12299275,.14205585
ZAF,2000,SACMEQ,6,read,66.099205,3.1780951,71.352867,2.8919821,61.351257,3.587718,.17773651,.17615871,.17923765,.042959038,.041982483,.043888144
ZAF,2006,PIRLS,5,read,77.796249,1.5598943,80.99263,1.5722252,74.821968,1.793015,.38931644,.36093792,.41749173,.19777943,.17304203,.22233732
ZAF,2007,SACMEQ,6,read,63.024189,1.7224829,67.607071,1.7906911,58.582058,1.8191371,.17636926,.1713645,.18084334,.041982908,.040538833,.043273855
ZAF,2011,PIRLS,5,read,43.303757,2.8226709,48.305756,3.4934118,38.056286,2.8443153,.2205582,.20449319,.2326057,.071787134,.063182354,.0782414
ZAF,2015,TIMSS,5,math,61.353401,1.393459,64.100838,1.6735952,58.367905,1.5606135,.22393514,.20801383,.23727962,.07235083,.063673802,.079623602
ZAF,2016,PIRLS,4,read,77.949295,1.5059417,83.785751,1.4696281,71.626122,1.7211434,.30307633,.24991357,.3450281,.13040265,.093185134,.15977138
ZAF,2016,PIRLS,5,read,48.924404,2.5146596,54.991867,2.6292465,42.983532,2.7196932,.19749001,.17128736,.21841145,.059362162,.046054907,.069985934
ZMB,2000,SACMEQ,6,read,82.757141,1.6806231,83.873177,1.931307,81.572563,1.9174185,.19624083,.20024997,.19256729,.048568822,.049078587,.048101734
ZMB,2007,SACMEQ,6,read,87.565964,1.4153329,86.795685,1.4983078,88.376846,1.72483,.18911655,.19331199,.18505862,.044074237,.045670912,.042529892
ZWE,2007,SACMEQ,6,read,57.897732,2.3851306,60.068321,2.6243873,56.220715,2.6018646,.14654744,.1386627,.1560991,.030454958,.027578944,.033938993
