countrycode,year,test,idgrade,subject,nonprof_all,se_nonprof_all,nonprof_ma,se_nonprof_ma,nonprof_fe,se_nonprof_fe,fgt1_all,fgt1_fe,fgt1_ma,fgt2_all,fgt2_fe,fgt2_ma
HND,2013,LLECE,6,read,69.443695,1.6344972,71.075272,1.810905,67.247421,2.2422876,.14099249,.13830416,.1396641,.029022042,.028112179,.028119562
HRV,2011,PIRLS,4,read,1.0005653,.24353915,1.4255345,.41676116,.56732893,.2267604,.053862497,.056898452,.052867614,.0050990493,.0052393284,.0050838245
HRV,2011,TIMSS,4,math,9.5108624,.92968297,9.3320131,1.083341,9.692502,1.3101022,.088049538,.086108759,.090060748,.013622412,.013165091,.01411987
HRV,2011,TIMSS,4,science,3.6419868,.53544438,3.8995802,.74877387,3.3803761,.60413247,.073496692,.066891745,.079172865,.0099428724,.0084709572,.011158161
HRV,2015,TIMSS,4,math,6.7512631,.64047021,6.229496,.96726137,7.2977304,.7379697,.081555158,.083791018,.079000898,.01224842,.013490018,.010867664
HRV,2015,TIMSS,4,science,2.2266388,.3421379,2.2818923,.50391352,2.1687686,.46433714,.080562823,.088298768,.074370109,.011666703,.013378683,.010275411
HUN,2001,PIRLS,4,read,2.4528563,.34572628,3.4926951,.5525912,1.4580429,.28870639,.074731387,.059066348,.081525497,.01029826,.0075992295,.011466866
HUN,2003,TIMSS,4,math,5.8348122,.76115674,5.6999922,.79836994,5.9717298,1.0282025,.090486936,.09901429,.081954971,.014632955,.017688682,.011540517
HUN,2003,TIMSS,4,science,5.9711637,.72467506,5.7987452,.72826076,6.1462641,1.0263268,.10190341,.10830912,.095226228,.018660525,.020972846,.016250176
HUN,2006,PIRLS,4,read,2.5682688,.48950776,2.839011,.70301217,2.3008049,.52671492,.080612957,.074164771,.086388461,.012518238,.010391875,.014507714
HUN,2007,TIMSS,4,math,11.770916,1.1656874,11.847502,1.1642185,11.696142,1.4743253,.1393224,.13473159,.14401717,.03304607,.031531062,.034597851
HUN,2007,TIMSS,4,science,6.5848351,.81671226,7.5263557,1.0113838,5.6656418,1.0846078,.13127628,.1332763,.12962516,.029533299,.030366804,.028911902
HUN,2011,PIRLS,4,read,5.3590002,.7047056,6.4678726,.91680002,4.2152643,.79948324,.10617742,.097527288,.11183844,.019247113,.017040893,.020689363
HUN,2011,TIMSS,4,math,10.477614,.97722381,11.205411,1.2296228,9.7240334,1.0364339,.14303584,.13998067,.14566417,.034784175,.034925565,.034688499
HUN,2011,TIMSS,4,science,7.3789778,.93625402,7.8772306,1.0714536,6.8630753,1.1794778,.13487151,.13884117,.13164791,.031457409,.034990881,.028461084
HUN,2015,TIMSS,4,math,8.2474594,.89966041,8.1900835,1.1093507,8.3063011,.9262085,.12694873,.11815495,.13566838,.02900986,.025805816,.03221415
HUN,2015,TIMSS,4,science,5.5841265,.83072686,5.4653525,.94522208,5.7059169,.97065085,.13209359,.1241958,.13994484,.030660221,.027122231,.034098487
HUN,2016,PIRLS,4,read,2.8618932,.43915296,3.4542024,.71214193,2.2550642,.48109725,.073954538,.088641666,.064090222,.010745287,.016168533,.0070577976
IDN,2006,PIRLS,4,read,46.022923,2.1321025,51.083282,2.4346118,40.77092,2.3604429,.1596349,.14694977,.16942835,.040279768,.034593266,.04467256
IDN,2011,PIRLS,4,read,33.772896,2.2101586,38.566917,2.5368099,29.110914,2.1958902,.13505951,.13061379,.13855428,.030162103,.028482864,.031485405
IDN,2015,TIMSS,4,math,49.620022,1.8307766,52.609993,1.8134422,46.367352,2.2199283,.18629958,.18144417,.19024417,.055605471,.053469304,.057340924
IDN,2015,TIMSS,4,science,49.367245,2.0742445,51.778194,2.132005,46.75626,2.5142155,.21861537,.21776445,.21937306,.07473883,.073831111,.075527281
IRL,2011,PIRLS,4,read,3.3127308,.53689253,4.100287,1.040133,2.4999201,.86676896,.082549684,.073582724,.088515081,.012280283,.0097959545,.013912903
IRL,2011,TIMSS,4,math,6.0542402,.63500047,6.9722056,.89994979,5.1165223,.77225912,.10878901,.10634289,.11063614,.020153275,.01901033,.021026721
IRL,2011,TIMSS,4,science,7.8306437,.88250268,8.5828485,1.3400961,7.0622563,1.3954335,.11462207,.10455531,.12347757,.02387766,.020998048,.02638489
IRL,2015,TIMSS,4,math,3.0366063,.31685716,3.0486047,.43075654,3.0232251,.52877808,.085860536,.081445485,.08996743,.012377176,.010957403,.013702643
IRL,2015,TIMSS,4,science,4.4078708,.57977545,4.6144667,.78535557,4.1774511,.62586206,.089009151,.08744131,.090162665,.013722589,.013749343,.013686192
IRL,2016,PIRLS,4,read,2.3149967,.35742602,2.6104808,.53766209,2.0194054,.42859316,.10534622,.090937681,.11729182,.019887138,.014012269,.024602976
IRN,2001,PIRLS,4,read,43.80278,1.9520648,50.817348,2.8275821,37.972225,2.4991329,.17865932,.16895263,.18739599,.048890747,.045072738,.052323472
IRN,2003,TIMSS,4,math,54.517441,2.1715856,55.951244,2.6464632,52.280041,3.5668156,.18452127,.17343062,.19114305,.052611426,.046944719,.055989869
IRN,2003,TIMSS,4,science,42.400223,1.7299132,45.491566,2.1237593,37.576294,2.9850252,.19275284,.17765351,.20076206,.059894301,.051578663,.064303532
IRN,2006,PIRLS,4,read,40.164684,1.5628639,42.381084,2.1872509,37.604343,2.5156198,.18185695,.17386104,.1879669,.052621413,.049091645,.055315603
IRN,2007,TIMSS,4,math,47.309261,1.9797276,51.189526,2.5728524,43.254642,2.7352695,.17171903,.15803431,.18281256,.046046522,.039719325,.051179875
IRN,2007,TIMSS,4,science,34.69677,1.8738942,38.188244,2.4822614,31.04841,2.5043271,.17676318,.16492778,.18597171,.050687335,.044656247,.055380117
IRN,2011,PIRLS,4,read,24.25639,1.1422924,28.119267,1.640697,20.271374,1.6256174,.14691754,.14279673,.14976819,.035524122,.034316968,.036359698
IRN,2011,TIMSS,4,math,35.593422,1.4921812,36.181305,2.1710157,34.987293,2.4615281,.17141725,.1675168,.17512825,.047674924,.046461303,.048833396
IRN,2011,TIMSS,4,science,27.892839,1.5283537,28.29442,2.0479503,27.478796,2.4004996,.18020634,.1790546,.18126528,.053061888,.05326334,.052860808
IRN,2015,TIMSS,4,math,34.828621,1.3230824,37.86961,1.9480857,31.734341,1.9979397,.20105022,.18868154,.21123703,.065328173,.060440492,.06934721
IRN,2015,TIMSS,4,science,38.567787,1.6644629,41.417778,2.2929494,35.626305,2.3114772,.21128073,.20015197,.22053428,.07090269,.065283388,.075580731
IRN,2016,PIRLS,4,read,35.096584,1.5627755,43.569618,1.9007657,25.36459,1.9920684,.22652876,.19910221,.24044979,.082594439,.067822568,.090095401
ISL,2001,PIRLS,4,read,7.864666,.57692158,10.289234,1.0133485,5.3928137,.43234351,.092734247,.084363632,.097073562,.01497109,.012960337,.016016049
ISL,2006,PIRLS,4,read,6.8288565,.75242341,9.1796761,.85112238,4.4687986,.97434556,.078648306,.073287725,.081338264,.010530351,.0091546457,.011218932
ISL,2006,PIRLS,5,read,1.6981602,.69528258,2.2958636,1.0670443,1.0948181,.7475518,.08449626,.13279031,.062839434,.015969906,.034959324,.0074701705
ISR,2001,PIRLS,4,read,13.385272,.96256781,16.060781,1.3175206,10.7575,1.0368346,.14411086,.13189629,.15251991,.03414179,.029769257,.037151031
ISR,2006,PIRLS,4,read,14.513456,1.2177409,16.321606,1.3910264,12.577194,1.4022117,.156708,.15062471,.16120206,.038453534,.036116667,.040182523
ISR,2011,PIRLS,4,read,6.8354964,.82222807,8.1568899,1.0329859,5.5418968,.90817064,.11952044,.10337499,.13055246,.02376527,.018547852,.027326556
ISR,2016,PIRLS,4,read,8.977294,.7596336,11.382568,1.1100333,6.633955,.88173038,.12936753,.11945357,.1354946,.028161388,.023739332,.030893717
ITA,2001,PIRLS,4,read,3.4432828,.56760406,3.5933435,.74322468,3.2799184,.65512413,.08451546,.090971097,.079578362,.012342529,.014142911,.010928225
ITA,2003,TIMSS,4,math,11.126375,1.0626999,11.180669,1.0956215,11.068159,1.2608644,.10842203,.10693731,.10982902,.019861007,.019833727,.019897927
ITA,2003,TIMSS,4,science,9.1937962,.93936706,9.1388521,1.1520715,9.2527208,1.0514134,.11126079,.10904157,.11343516,.021967966,.021176737,.02271763
ITA,2006,PIRLS,4,read,1.8067241,.40960088,2.163589,.56273073,1.4268279,.44618478,.065129496,.058285493,.069376566,.007482091,.006447345,.0081150178
ITA,2007,TIMSS,4,math,8.8620005,1.0320777,7.8126907,1.0436761,9.9589291,1.2073097,.097278722,.094260484,.10099933,.01630589,.014923398,.018006863
ITA,2007,TIMSS,4,science,5.531806,.71229261,5.0229549,.83731043,6.0637474,.79795307,.10000868,.093776666,.10734612,.017606726,.015126014,.020556053
ITA,2011,PIRLS,4,read,2.3352265,.43588075,2.7013302,.55579215,1.9692481,.50480568,.075062655,.077684723,.073387966,.009254057,.0096634058,.0090063829
ITA,2011,TIMSS,4,math,7.2458029,.8027159,6.6832485,.87888485,7.8074694,.9478991,.089445539,.085184306,.094449066,.01482274,.014009608,.015755832
ITA,2011,TIMSS,4,science,5.2920222,.95672381,5.0898132,1.0265107,5.4939151,1.0981904,.096145228,.095778279,.096505634,.016324395,.016562678,.016018966
ITA,2015,TIMSS,4,math,7.4798465,.81553507,6.2222185,.91786098,8.797163,1.0478491,.091439925,.097417511,.083129376,.014622065,.016698861,.011785123
ITA,2015,TIMSS,4,science,5.2100539,.67612416,4.6351376,.83934933,5.8122578,.77523762,.08060126,.083470628,.077239789,.011454283,.012619008,.010083165
ITA,2016,PIRLS,4,read,2.1392047,.40959898,2.968961,.57052594,1.267004,.38389125,.066289186,.06065065,.068956137,.0077869305,.0065688109,.0083626406
JOR,2015,TIMSS,4,math,50.021748,1.2261858,52.848938,1.837743,46.732872,1.5437256,.24185091,.20147546,.27254289,.093519375,.06612657,.11434316
JPN,2003,TIMSS,4,math,2.0015299,.33277673,2.7155995,.42676386,1.2539804,.35094741,.085416302,.073647477,.090383351,.01315892,.010465841,.014293267
JPN,2003,TIMSS,4,science,3.6520302,.37296286,4.2222261,.50286227,3.0551016,.39225641,.093802087,.087211594,.098331727,.016655123,.014832946,.017899167
JPN,2007,TIMSS,4,math,2.1694183,.42780495,2.7352095,.54349399,1.5783429,.47116908,.086461902,.06817624,.096235938,.014895244,.0084092347,.018315963
JPN,2007,TIMSS,4,science,2.7079105,.41244435,3.1091213,.57115209,2.2887766,.53760028,.095987819,.082797647,.10558185,.016254507,.012167793,.019228181
JPN,2011,TIMSS,4,math,.97445846,.19037314,1.2488782,.36674988,.6919682,.235552,.074088708,.067040205,.078594521,.01011875,.00950626,.010615066
JPN,2011,TIMSS,4,science,1.2808323,.23454966,1.5536129,.48395148,1.0000288,.33242762,.073418036,.07002233,.075503655,.0095995637,.0091447262,.0099855904
JPN,2015,TIMSS,4,math,.54149032,.13046156,.74061751,.20768353,.34202933,.18872456,.049442291,.048888117,.050347306,.0041912342,.0041281898,.0043087867
JPN,2015,TIMSS,4,science,1.0091722,.23044138,1.1956751,.35900077,.82235932,.31006247,.074672922,.081435196,.068608023,.0092328051,.011098705,.007834794
KAZ,2007,TIMSS,4,math,5.0108314,1.450737,5.6760788,1.5439062,4.3764472,1.6862319,.093635641,.08739271,.098865315,.01527884,.013157329,.017023958
KAZ,2007,TIMSS,4,science,4.8462811,1.0228112,4.734725,1.3057556,4.9526572,1.0905786,.093512878,.10178311,.084561698,.014442659,.016244628,.012445322
KAZ,2011,TIMSS,4,math,11.96841,1.2172103,12.776434,1.4446126,11.103785,1.3364689,.095887721,.090967625,.099871233,.015114113,.013535462,.016378263
KAZ,2011,TIMSS,4,science,15.613026,1.6141447,16.222418,1.6854156,14.960945,1.7507768,.11160236,.10842107,.11438181,.020854885,.01965373,.021897862
KAZ,2015,TIMSS,4,math,3.529799,.46194893,3.5930514,.67032981,3.4632862,.55743146,.08036647,.086511418,.074774109,.011337865,.013204472,.0096434662
KAZ,2015,TIMSS,4,science,3.7321687,.64532554,4.4139328,.76094735,3.0152023,.7191444,.092250444,.098708183,.088065036,.016071061,.018364035,.014572962
KAZ,2016,PIRLS,4,read,1.9077122,.33820415,2.2635639,.45567513,1.5315652,.38837466,.074090078,.074316733,.073883839,.0096004475,.0091000795,.0099281836
KEN,2000,SACMEQ,6,read,36.80278,2.3835297,37.697338,2.5887208,35.920612,2.5971322,.099539153,.096848026,.10213947,.015747165,.015183241,.01629206
KEN,2007,SACMEQ,6,read,39.432217,2.1020443,39.497627,2.1049325,39.36488,2.5203764,.11699121,.11713427,.11685271,.021596594,.021464907,.021724086
KOR,2011,TIMSS,4,math,.34208298,.12781979,.4001081,.17942826,.27939081,.13852224,.070402689,.040319037,.091564633,.010124483,.004134241,.014201974
KOR,2011,TIMSS,4,science,.60363412,.13210571,.69198608,.22086655,.50817728,.15679504,.066851184,.061958306,.07115683,.0080465041,.0071470402,.0088769337
KOR,2015,TIMSS,4,math,.32701492,.12189718,.27669668,.16848886,.38098097,.17678432,.055758964,.06562335,.040869277,.006179505,.0079647079,.0032194969
KOR,2015,TIMSS,4,science,.30218959,.13440004,.2807498,.1502485,.32518506,.18861687,.052719314,.045351312,.057470258,.0041254014,.0032001548,.0047423202
KWT,2001,PIRLS,4,read,49.409664,1.8946465,59.481926,2.717536,38.540226,2.6113386,.19178924,.15183876,.21578264,.056505743,.036451098,.068551295
KWT,2006,PIRLS,4,read,71.838379,1.2145623,81.098137,1.4260503,62.532413,1.8121457,.30571046,.24554428,.35189959,.13336053,.09099257,.1658905
KWT,2007,TIMSS,4,math,79.123337,1.212414,82.91111,1.6669786,75.567535,1.7659602,.2992821,.25820833,.33916816,.12778823,.099712856,.15505387
KWT,2007,TIMSS,4,science,63.452374,1.342007,73.039978,1.9304478,54.451954,1.7985241,.31228516,.25392032,.35863116,.14497373,.10066755,.18015333
KWT,2011,PIRLS,6,read,41.628845,2.2404096,52.910847,3.354517,32.256271,2.5432324,.21962814,.20388044,.231187,.074241333,.067719854,.079025
KWT,2011,TIMSS,4,math,69.689072,1.2882802,75.27774,1.9219124,64.915482,1.5059996,.27110353,.23980656,.30268663,.10798611,.087515183,.12864338
KWT,2011,TIMSS,4,science,63.337124,1.5098298,71.569855,2.1743891,56.305088,1.9114321,.31966954,.27911553,.35702717,.15177925,.12025117,.18083695
KWT,2015,TIMSS,4,math,66.526413,1.7374903,67.354073,1.973525,65.728218,2.3312905,.26076305,.23963262,.28215715,.10009298,.085061215,.11530987
KWT,2015,TIMSS,4,science,67.28878,1.9830379,70.652283,2.4885263,64.051292,2.543144,.32966986,.30026776,.35734329,.15562262,.13127907,.17853951
KWT,2016,PIRLS,4,read,49.383884,1.8037683,56.024696,2.64869,43.254692,2.3075869,.22860004,.19605905,.25585788,.0831182,.061369918,.10132902
LSO,2000,SACMEQ,6,read,87.320709,1.2272716,89.823952,1.2832179,85.317741,1.4461699,.14638197,.14258039,.15089473,.02717296,.025988087,.028579488
LSO,2007,SACMEQ,6,read,77.952652,1.4793285,79.780228,1.7627432,76.432899,1.6180317,.14052454,.13481584,.14710151,.025993755,.024243277,.028010478
LTU,2001,PIRLS,4,read,1.9896924,.43777817,2.8313935,.66626078,1.203227,.40151292,.072285138,.062726974,.076682702,.010055985,.0070287744,.011456675
LTU,2003,TIMSS,4,math,4.329771,.65506822,4.345715,.74768341,4.3150959,.95138413,.078809254,.076182008,.081569009,.011302462,.010459574,.012201763
LTU,2003,TIMSS,4,science,5.4478288,.70378494,5.7027578,.90913659,5.2132549,1.0389436,.076254539,.077247933,.075743973,.0099720834,.010032157,.010009866
LTU,2006,PIRLS,4,read,1.2951553,.27915913,1.6958475,.50430888,.87378025,.34092695,.041604191,.044076543,.04115741,.0029667874,.0032615366,.0029193086
LTU,2007,TIMSS,4,math,5.6006789,.72981232,6.2002478,.98168522,4.9709501,.84472692,.090578824,.079245672,.099711351,.01513126,.010720427,.018576132
LTU,2007,TIMSS,4,science,4.8798981,.63060451,5.9080243,.88274366,3.8000405,.64570028,.083718941,.073972233,.089913033,.012401317,.009505691,.014256326
LTU,2011,PIRLS,4,read,3.4667075,.35522002,4.3190122,.61853409,2.5444388,.5695231,.077674158,.075233616,.079378851,.010993751,.010088996,.011544148
LTU,2011,TIMSS,4,math,4.3463888,.5844726,4.5387268,.82053149,4.1350422,.65177029,.079484269,.069074452,.08815138,.011512655,.0092111388,.01341565
LTU,2011,TIMSS,4,science,5.3010883,.61199975,5.4351511,.80394584,5.1537752,.75913692,.084164582,.074910954,.091890357,.013010272,.010244232,.015323891
LTU,2015,TIMSS,4,math,3.6950946,.50812227,4.3680248,.80136669,3.022337,.6729731,.082317732,.076757006,.086700745,.011937262,.011082475,.012666358
LTU,2015,TIMSS,4,science,4.3412981,.49429744,5.0089717,.6898151,3.6737919,.72876865,.086194284,.083396517,.088506624,.013162329,.012766401,.013546385
LTU,2016,PIRLS,4,read,2.7349234,.43285629,3.3728957,.69427544,2.1026909,.68637401,.075580411,.070974022,.07728909,.010228286,.0088963816,.010703973
LUX,2006,PIRLS,5,read,1.2278497,.2276836,1.5881062,.35033286,.8546412,.25392842,.057258476,.059532579,.056022525,.0055459188,.0058354852,.0053213853
LVA,2001,PIRLS,4,read,1.4521301,.44109812,1.9383311,.50496131,.92138648,.52160144,.065553032,.054148994,.070157081,.0071491804,.0056560179,.0077603995
LVA,2003,TIMSS,4,math,4.2190256,.69774377,5.2532139,.96693802,3.146112,.77077097,.085062906,.072100691,.092553414,.011857095,.0084725916,.013805781
LVA,2003,TIMSS,4,science,3.698194,.57043123,4.715353,1.0412904,2.6429415,.56879526,.074595414,.069548562,.077768825,.010269628,.0093351454,.010936191
LVA,2006,PIRLS,4,read,1.7862201,.36903706,2.7883768,.57830572,.70770383,.31192404,.077352837,.039721113,.086084694,.010743683,.0036195926,.012376478
LVA,2007,TIMSS,4,math,3.3377767,.51290393,3.894031,.68663722,2.7295589,.6875602,.087498382,.09078142,.085610367,.012528921,.012883237,.012378334
LVA,2007,TIMSS,4,science,2.3415864,.44580746,2.8598785,.68385857,1.7748713,.53234893,.086120307,.085222222,.086612903,.013205635,.011877995,.013840769
LVA,2016,PIRLS,4,read,.80328584,.20798792,.99520087,.35802695,.61944723,.30029923,.064661451,.09056288,.0490034,.008814808,.016879732,.0041836179
MAC,2016,PIRLS,4,read,2.4024129,.33533153,2.5540054,.44279009,2.2451222,.35870278,.087668508,.083781943,.090599552,.014864097,.013493617,.015907185
MAR,2001,PIRLS,4,read,66.631676,3.4199033,69.223274,3.8481944,63.518848,3.3476956,.28592536,.27189338,.29665014,.1164179,.10705642,.1235677
MAR,2003,TIMSS,4,math,70.717995,2.1880283,69.919731,2.5317774,71.561348,2.3939137,.24383275,.24916035,.2386675,.085282385,.089642107,.081051037
MAR,2003,TIMSS,4,science,75.879372,1.6376538,76.900856,1.7492685,74.800186,1.8174443,.36633912,.36959213,.36333746,.19126952,.1938449,.1888918
MAR,2006,PIRLS,4,read,74.257187,1.9973269,76.586273,2.0080023,71.663643,2.4023001,.31392094,.29662219,.32844275,.13796748,.12491766,.14891768
MAR,2007,TIMSS,4,math,73.933884,2.0133142,73.43692,2.3438244,74.445023,2.4743006,.2540639,.25454852,.25360268,.091020457,.090770133,.091278881
MAR,2007,TIMSS,4,science,78.865746,1.8912432,79.782677,2.0640683,77.922668,2.2710311,.37288043,.36228469,.38296667,.19132173,.1805688,.20154817
MAR,2011,PIRLS,4,read,78.987747,1.3474536,82.278435,1.4201779,75.39167,1.6643424,.32269791,.29411933,.34667164,.14078775,.11968154,.15849233
MAR,2011,PIRLS,6,read,38.839661,1.8606156,46.934544,2.084214,29.985565,2.0564125,.16194713,.13545935,.17744802,.041544057,.030328413,.048111629
MAR,2011,TIMSS,4,math,73.98999,1.5087048,74.677399,1.8180171,73.240509,1.6235147,.28014883,.27188611,.28759211,.10877942,.10299273,.1139897
MAR,2011,TIMSS,4,science,84.211029,.955724,84.455681,1.0341569,83.944283,1.1823272,.43708125,.42512923,.44797859,.25113311,.23977876,.26148412
MAR,2015,TIMSS,4,math,59.002239,1.6552732,58.759663,1.8195797,59.265865,1.81563,.21700414,.21251012,.22117436,.070531547,.068389863,.07251893
MAR,2015,TIMSS,4,science,64.774956,1.8293116,65.342316,1.8944912,64.16098,2.2527499,.29640451,.27941021,.31185314,.1263705,.11408781,.13753444
MAR,2016,PIRLS,4,read,63.796082,1.4068362,68.406174,1.6618954,59.01366,1.6290264,.2645435,.24318489,.2823295,.10245415,.089716993,.11306307
MDA,2001,PIRLS,4,read,11.503416,1.2075778,15.65308,1.6404225,7.3763728,1.2655293,.10726722,.095377907,.11291407,.019486561,.015774932,.021253888
MDA,2003,TIMSS,4,math,12.40651,1.5355269,13.474017,1.9311085,11.321604,1.580156,.12741362,.12280171,.13116385,.028274892,.027325435,.029011261
MDA,2003,TIMSS,4,science,13.62918,1.3234515,15.266686,1.6686026,11.964989,1.3545092,.12902184,.12687433,.13079594,.028207084,.02818225,.028286964
MDA,2006,PIRLS,4,read,8.7376595,.85100961,10.456461,1.2136452,6.9926796,1.0335273,.08808504,.085177317,.09010303,.013496997,.012747239,.013999953
MEX,2006,LLECE,6,read,45.855312,1.8459513,48.932289,2.041991,42.603855,2.1054909,.13063879,.12868696,.13070209,.025926881,.025679436,.025618549
MEX,2013,LLECE,6,read,42.489983,1.5684482,45.231964,1.9675387,39.606552,2.0540252,.1212581,.12014519,.12211899,.022366218,.022037998,.022628918
MKD,2001,PIRLS,4,read,33.327972,2.0846486,36.390232,2.1643751,30.13283,2.357841,.19351657,.18568049,.19972672,.056510556,.052608401,.059604652
MKD,2006,PIRLS,4,read,34.237637,1.58099,38.052715,1.9849923,30.202681,1.6461902,.1771508,.17131476,.18153475,.048413794,.045115177,.05089622
MLT,2011,PIRLS,5,read,21.798801,.64708579,24.922562,1.023108,18.501478,.90120918,.1596192,.15082258,.16580054,.04011799,.036489006,.042671338
MLT,2011,TIMSS,5,math,11.87377,.63021129,11.528855,.81723464,12.23641,.92538524,.11159655,.10804784,.11514158,.020780448,.019814648,.021767071
MLT,2011,TIMSS,5,science,29.896618,1.0855101,29.62895,1.2328022,30.17804,1.4137895,.17840375,.17453046,.18223137,.053269222,.051811073,.05471896
MLT,2016,PIRLS,5,read,26.834185,.70075083,31.038612,.93583947,22.299755,1.1382605,.16436604,.15635596,.16971645,.045219004,.041429803,.04775494
MNG,2007,TIMSS,4,math,33.263504,1.9001944,32.939327,2.2399764,33.602947,2.0132408,.15039344,.14683828,.15386517,.036606893,.035061389,.038115099
MNG,2007,TIMSS,4,science,38.06517,2.0360615,39.088326,2.3573925,36.99382,2.1391289,.1700381,.16515699,.17444655,.046321906,.0439022,.048500005
MOZ,2000,SACMEQ,6,read,46.184437,1.9651154,45.360138,2.0932002,47.404583,2.3128781,.092969432,.09065742,.094601773,.016031118,.015510585,.016398627
MOZ,2007,SACMEQ,6,read,68.519226,1.6159711,67.198608,1.7592486,70.090462,1.9375982,.14429358,.14894165,.14021873,.030005971,.031777088,.028453279
MUS,2000,SACMEQ,6,read,46.95686,2.0339081,51.936333,2.3008583,41.589092,2.1524699,.15660673,.14160803,.16774845,.03458678,.029745478,.038183115
MUS,2007,SACMEQ,6,read,33.228378,1.6943505,39.382217,2.040719,26.80822,1.6882414,.14530464,.1313888,.15438446,.030150369,.02619849,.032728899
MWI,2000,SACMEQ,6,read,94.283569,.72390306,92.870094,.96060401,95.82962,.74728161,.17342584,.17567635,.17130272,.036314979,.036872983,.03578857
MWI,2007,SACMEQ,6,read,93.120987,1.0890737,91.359161,1.2785231,94.938576,1.1636722,.16751745,.1724934,.16250522,.034418866,.035557743,.033271678
NAM,2000,SACMEQ,6,read,84.344666,1.1561087,85.111252,1.3124877,83.635605,1.2376314,.17969403,.1766085,.18297201,.038982507,.038121399,.03989733
NAM,2007,SACMEQ,6,read,64.229744,1.4717648,68.350319,1.4579794,60.432659,1.6911169,.12618516,.11964195,.13246328,.022059077,.019944403,.024088081
NER,2014,PASEC,6,read,97.90538,.66377848,97.961372,.65768242,97.832222,.87601048,.33058497,.3367829,.32584882,.1239007,.12786219,.12087325
NIC,2006,LLECE,6,read,73.680458,1.3864772,74.009636,1.5777797,73.47908,1.5758693,.14164691,.14199448,.14150633,.029778795,.029866911,.029734444
NIC,2013,LLECE,6,read,69.312584,1.5390356,73.497017,1.7610384,65.298782,1.8091936,.13955563,.1371911,.14216357,.028454257,.027283419,.029687652
NLD,2001,PIRLS,4,read,.77260137,.2539019,1.1039436,.41038162,.44502616,.22858144,.058289386,.059235141,.059145145,.0057964665,.005618419,.0059864884
NLD,2003,TIMSS,4,math,.91296434,.35936192,.68739057,.33263728,1.1470616,.47940463,.068558022,.066277117,.073479205,.0088608423,.007990662,.010443393
NLD,2003,TIMSS,4,science,1.4218986,.42362729,1.1927783,.5595175,1.6596794,.44923282,.062703073,.070719242,.054924842,.0069285217,.0089433733,.0048643975
NLD,2006,PIRLS,4,read,.55949092,.24510199,.71922541,.44589573,.40531754,.32065347,.034576245,.031513039,.036068145,.0020505311,.0017792414,.0021804243
NLD,2007,TIMSS,4,math,1.9730568,.41451082,1.737529,.56154341,2.2282004,.45135549,.058342185,.058623392,.058024976,.0061527407,.006286032,.0060507604
NLD,2007,TIMSS,4,science,2.5048256,.51987058,2.1615922,.58036268,2.8766572,.77010852,.069490626,.075315364,.064098053,.0090243965,.010440342,.0076749185
NLD,2011,PIRLS,4,read,.44983029,.21959592,.56886077,.2966378,.33485293,.18537189,.030894754,.025701923,.033843834,.0016870248,.0011682978,.0019738285
NLD,2011,TIMSS,4,math,.62716603,.18695343,.58743358,.22690119,.66323876,.30319092,.052701771,.047137804,.060791839,.0046292385,.0040576514,.0054606255
NLD,2011,TIMSS,4,science,1.2469292,.38618064,1.1049986,.37138236,1.3757706,.48375818,.047315184,.040889699,.057458717,.0043069716,.0031808913,.0060109454
NLD,2015,TIMSS,4,math,1.1891425,.25600645,1.213038,.47596973,1.1654317,.2897889,.055971231,.053262215,.059599221,.0056397161,.0049379016,.006714189
NLD,2015,TIMSS,4,science,3.3179164,.59861588,3.8814425,.85505909,2.7587116,.63434148,.063453116,.061662577,.065063126,.0078948252,.0073831636,.008288987
NLD,2016,PIRLS,4,read,1.3098419,.33152875,2.035737,.62327218,.60346723,.30959061,.062853716,.067723908,.063455179,.0065332493,.0074045435,.0066336296
NOR,2001,PIRLS,4,read,11.791497,.93091059,14.431649,1.4107732,9.0002718,1.0486727,.1283675,.12479325,.13056818,.027250502,.025642041,.028224012
NOR,2003,TIMSS,4,math,25.293785,1.2003245,25.238239,1.3593246,25.349676,1.5631815,.13556722,.133781,.13738675,.030835031,.030664653,.031018339
NOR,2003,TIMSS,4,science,21.265507,1.5270388,21.840698,1.7848488,20.686817,1.5312616,.13380346,.1332171,.134407,.030829132,.030618438,.031053072
NOR,2006,PIRLS,4,read,8.1726665,.84048629,10.503263,1.2014825,5.7853403,.77670705,.093714431,.092185296,.094479911,.015081309,.0149302,.015148116
NOR,2006,PIRLS,5,read,2.4483383,.8339898,3.0590713,1.0337847,1.8121362,.99449784,.062110052,.068719953,.059257198,.006485784,.007952746,.0058152857
NOR,2007,TIMSS,4,math,17.066586,1.0733256,16.172636,1.6381111,17.970116,1.4605985,.11442114,.11889298,.10990994,.02236324,.024102578,.020609163
NOR,2007,TIMSS,4,science,15.965587,1.3942171,15.686089,1.3902663,16.248083,1.668299,.11982095,.12452383,.11502505,.025112621,.027411662,.02277484
NOR,2011,PIRLS,4,read,5.1773252,.66342723,6.8483648,1.1072987,3.6239862,.63885361,.070347168,.07047262,.070762865,.0083951028,.0085961465,.0083973724
NOR,2011,TIMSS,4,math,8.899087,.95558351,9.0888205,1.2823175,8.7195158,1.0130035,.087309852,.079976134,.094731741,.012791909,.010772281,.014839347
