countrycode,year,se_prm_tenr,se_prm_tenr_fe,se_prm_tenr_ma
PNG,2003,,,
PNG,2004,,,
PNG,2005,,,
PNG,2006,,,
PNG,2007,,,
PNG,2008,,,
PNG,2009,,,
PNG,2010,,,
PNG,2011,,,
PNG,2012,71.228577,67.348244,74.870941
PNG,2013,,,
PNG,2014,,,
PNG,2015,,,
PNG,2016,77.706039,74.827171,80.406128
PNG,2017,,,
PNG,2018,,,
POL,1990,,,
POL,1991,,,
POL,1992,,,
POL,1993,,,
POL,1994,,,
POL,1995,,,
POL,1996,,,
POL,1997,,,
POL,1998,,,
POL,1999,96.946358,97.015038,96.880951
POL,2000,96.742554,96.735222,96.749527
POL,2001,96.479279,96.573257,96.389839
POL,2002,95.568176,95.688797,95.453453
POL,2003,94.626152,94.818237,94.443489
POL,2004,93.82711,94.022301,93.641563
POL,2005,93.215714,93.429543,93.012512
POL,2006,93.296608,93.486313,93.116417
POL,2007,93.409607,93.57959,93.248177
POL,2008,93.574837,93.630493,93.522018
POL,2009,94.285454,94.304581,94.267288
POL,2010,94.773758,94.790588,94.757782
POL,2011,94.805229,94.842278,94.770073
POL,2012,95.319962,95.370308,95.272171
POL,2013,95.634216,95.714348,95.558167
POL,2014,95.34137,95.382477,95.302361
POL,2015,95.147331,95.190247,95.106598
POL,2016,95.596909,95.691582,95.507111
POL,2017,,,
POL,2018,,,
PRI,1990,,,
PRI,1991,,,
PRI,1992,,,
PRI,1993,,,
PRI,1994,,,
PRI,1995,,,
PRI,1996,,,
PRI,1997,,,
PRI,1998,,,
PRI,1999,,,
PRI,2000,,,
PRI,2001,,,
PRI,2002,,,
PRI,2003,,,
PRI,2004,,,
PRI,2005,,,
PRI,2006,,,
PRI,2007,,,
PRI,2008,,,
PRI,2009,,,
PRI,2010,86.93956,89.568764,84.521118
PRI,2011,83.562698,86.206429,81.138519
PRI,2012,83.928291,86.703529,81.38253
PRI,2013,83.733261,85.791077,81.845802
PRI,2014,83.237381,86.293968,80.43457
PRI,2015,81.458344,84.337898,78.817757
PRI,2016,76.037811,78.523743,73.757492
PRI,2017,,,
PRI,2018,,,
PRK,1990,,,
PRK,1991,,,
PRK,1992,,,
PRK,1993,,,
PRK,1994,,,
PRK,1995,,,
PRK,1996,,,
PRK,1997,,,
PRK,1998,,,
PRK,1999,,,
PRK,2000,,,
PRK,2001,,,
PRK,2002,,,
PRK,2003,,,
PRK,2004,,,
PRK,2005,,,
PRK,2006,,,
PRK,2007,,,
PRK,2008,,,
PRK,2009,96.620522,96.660927,96.582024
PRK,2010,,,
PRK,2011,,,
PRK,2012,,,
PRK,2013,,,
PRK,2014,,,
PRK,2015,,,
PRK,2016,,,
PRK,2017,,,
PRK,2018,,,
PRT,1990,99.70668,,
PRT,1991,98.244148,98.42823,98.068542
PRT,1992,99.619492,,
PRT,1993,99.725304,,
PRT,1994,98.35498,97.465889,99.201622
PRT,1995,99.482201,,
PRT,1996,99.579224,,
PRT,1997,,,
PRT,1998,,,
PRT,1999,,,
PRT,2000,97.022781,,
PRT,2001,,,
PRT,2002,,,
PRT,2003,,,
PRT,2004,99.147667,,
PRT,2005,99.27224,98.97142,99.559433
PRT,2006,99.064842,98.650688,99.46096
PRT,2007,,,
PRT,2008,,,
PRT,2009,99.369423,99.507813,99.237442
PRT,2010,99.489891,99.610817,99.374603
PRT,2011,99.02861,98.970734,99.083778
PRT,2012,99.115356,99.103996,99.12619
PRT,2013,98.975288,99.023918,98.928917
PRT,2014,98.111099,97.982941,98.233292
PRT,2015,97.146568,96.976021,97.309311
PRT,2016,96.431351,96.195503,96.656647
PRT,2017,,,
PRT,2018,,,
PRY,1990,92.971153,92.135406,93.781448
PRY,1991,94.976662,94.23542,95.695633
PRY,1992,95.881737,95.011848,96.725693
PRY,1993,96.283012,95.470337,97.071426
PRY,1994,91.858803,91.80748,91.908569
PRY,1995,91.70462,,
PRY,1996,95.020592,95.222908,94.824562
PRY,1997,,,
PRY,1998,,,
PRY,1999,97.082771,97.279991,96.891876
PRY,2000,97.862228,98.244232,97.49263
PRY,2001,97.87516,98.185883,97.574707
PRY,2002,96.213562,96.461258,95.974152
PRY,2003,95.429123,95.60997,95.254402
PRY,2004,94.911079,95.200203,94.631821
PRY,2005,95.429047,95.803596,95.06736
PRY,2006,93.773918,94.074638,93.483719
PRY,2007,92.025757,92.229568,91.829239
PRY,2008,90.540321,90.603539,90.479401
PRY,2009,89.536858,89.671204,89.407471
PRY,2010,89.658691,89.520111,89.792191
PRY,2011,89.694557,89.617317,89.768944
PRY,2012,89.197777,89.048141,89.341873
PRY,2013,,,
PRY,2014,,,
PRY,2015,,,
PRY,2016,,,
PRY,2017,,,
PRY,2018,,,
PSE,1990,,,
PSE,1991,,,
PSE,1992,,,
PSE,1993,,,
PSE,1994,,,
PSE,1995,,,
PSE,1996,,,
PSE,1997,,,
PSE,1998,,,
PSE,1999,90.353104,90.394676,90.313187
PSE,2000,90.936218,90.723984,91.139832
PSE,2001,89.10775,89.252876,88.968552
PSE,2002,88.940453,89.083939,88.802841
PSE,2003,88.109749,88.549438,87.688171
PSE,2004,86.106071,86.50174,85.7267
PSE,2005,83.655693,83.552979,83.754173
PSE,2006,84.19381,84.382019,84.013344
PSE,2007,83.952904,84.219254,83.69751
PSE,2008,86.03965,86.125893,85.95697
PSE,2009,87.918587,87.842163,87.991859
PSE,2010,89.32814,88.584839,90.040657
PSE,2011,90.269073,89.99334,90.533371
PSE,2012,92.969994,92.577057,93.346588
PSE,2013,92.76429,93.36483,92.188766
PSE,2014,93.203773,93.288788,93.122292
PSE,2015,92.315002,92.813499,91.837303
PSE,2016,92.303177,92.755219,91.870018
PSE,2017,93.923668,93.729881,94.109352
PSE,2018,,,
PYF,1990,99.37928,,
PYF,1991,,,
PYF,1992,,,
PYF,1993,99.454979,,
PYF,1994,,,
PYF,1995,99.709709,,
PYF,1996,99.386848,99.890221,98.911507
PYF,1997,,,
PYF,1998,,,
PYF,1999,,,
PYF,2000,,,
PYF,2001,,,
PYF,2002,,,
PYF,2003,,,
PYF,2004,,,
PYF,2005,,,
PYF,2006,,,
PYF,2007,,,
PYF,2008,,,
PYF,2009,,,
PYF,2010,,,
PYF,2011,,,
PYF,2012,,,
PYF,2013,,,
PYF,2014,,,
PYF,2015,,,
PYF,2016,,,
PYF,2017,,,
PYF,2018,,,
QAT,1990,85.605553,84.493393,86.66848
QAT,1991,81.058411,80.65712,81.444206
QAT,1992,78.20697,77.549667,78.834267
QAT,1993,77.074364,77.559509,76.615959
QAT,1994,81.605019,82.262383,80.989754
QAT,1995,,,
QAT,1996,,,
QAT,1997,,,
QAT,1998,97.393417,,
QAT,1999,98.576233,99.811882,97.427452
QAT,2000,96.187752,97.979111,94.524872
QAT,2001,96.936211,99.665733,94.409042
QAT,2002,98.14521,96.785423,99.463913
QAT,2003,96.704819,94.222153,99.206139
QAT,2004,96.185722,92.676964,99.756638
QAT,2005,99.286697,,
QAT,2006,93.36235,96.988068,90.096001
QAT,2007,98.465157,98.588226,98.346733
QAT,2008,,,
QAT,2009,97.074043,98.288132,95.927551
QAT,2010,95.418869,96.585602,94.321121
QAT,2011,98.811256,98.58902,99.025253
QAT,2012,97.425797,99.368561,95.620033
QAT,2013,93.677689,95.930901,91.597801
QAT,2014,93.856682,95.48912,92.333733
QAT,2015,96.573692,97.256989,95.925087
QAT,2016,97.831932,97.611794,98.044182
QAT,2017,98.666771,98.259789,99.05912
QAT,2018,,,
ROU,1990,,,
ROU,1991,,,
ROU,1992,,,
ROU,1993,73.735291,73.78006,73.69268
ROU,1994,81.941254,81.978783,81.90554
ROU,1995,87.732224,87.780632,87.686142
ROU,1996,90.236832,90.346169,90.132729
ROU,1997,91.109093,91.238327,90.986053
ROU,1998,95.358719,95.617683,95.112137
ROU,1999,92.779831,93.002831,92.567459
ROU,2000,92.312012,92.51812,92.115784
ROU,2001,91.85601,91.796059,91.91304
ROU,2002,94.131363,94.051071,94.207718
ROU,2003,97.176262,97.035896,97.309677
ROU,2004,98.892822,98.796577,98.984238
ROU,2005,97.56118,97.375229,97.737778
ROU,2006,95.168716,95.191727,95.146858
ROU,2007,94.893898,94.949158,94.841431
ROU,2008,94.477249,94.398308,94.552231
ROU,2009,94.41935,94.276733,94.554863
ROU,2010,93.854309,93.588348,94.107002
ROU,2011,93.149918,92.890106,93.396637
ROU,2012,91.981583,91.64579,92.300438
ROU,2013,,,
ROU,2014,,,
ROU,2015,90.801079,90.770889,90.829697
ROU,2016,90.042969,90.095848,89.992882
ROU,2017,,,
ROU,2018,,,
RUS,1990,,,
RUS,1991,,,
RUS,1992,,,
RUS,1993,,,
RUS,1994,96.800247,96.851929,96.750504
RUS,1995,93.251472,93.442719,93.067879
RUS,1996,,,
RUS,1997,,,
RUS,1998,,,
RUS,1999,,,
RUS,2000,,,
RUS,2001,,,
RUS,2002,,,
RUS,2003,,,
RUS,2004,,,
RUS,2005,,,
RUS,2006,92.823112,93.622124,92.064423
RUS,2007,93.567642,94.233513,92.934509
RUS,2008,94.800529,95.357483,94.270248
RUS,2009,96.243622,96.997917,95.524834
RUS,2010,,,
RUS,2011,97.266891,97.852058,96.709572
RUS,2012,97.326538,97.966492,96.716927
RUS,2013,97.505882,98.123611,96.917282
RUS,2014,96.299232,97.006752,95.624847
RUS,2015,97.494392,98.16449,96.855339
RUS,2016,97.58606,98.173027,97.02597
RUS,2017,,,
RUS,2018,,,
RWA,1990,,,
RWA,1991,,,
RWA,1992,,,
RWA,1993,,,
RWA,1994,,,
RWA,1995,,,
RWA,1996,,,
RWA,1997,,,
RWA,1998,,,
RWA,1999,80.937683,81.331123,80.537628
RWA,2000,,,
RWA,2001,,,
RWA,2002,82.951347,84.062447,81.815903
RWA,2003,89.023232,89.836906,88.180908
RWA,2004,,,
RWA,2005,,,
RWA,2006,,,
RWA,2007,,,
RWA,2008,,,
RWA,2009,,,
RWA,2010,,,
RWA,2011,,,
RWA,2012,,,
RWA,2013,,,
RWA,2014,,,
RWA,2015,,,
RWA,2016,95.861969,96.366753,95.353798
RWA,2017,93.934624,94.254341,93.613037
RWA,2018,,,
SAU,1990,,,
SAU,1991,,,
SAU,1992,,,
SAU,1993,,,
SAU,1994,,,
SAU,1995,,,
SAU,1996,,,
SAU,1997,,,
SAU,1998,,,
SAU,1999,,,
SAU,2000,,,
SAU,2001,,,
SAU,2002,,,
SAU,2003,,,
SAU,2004,,,
SAU,2005,,,
SAU,2006,,,
SAU,2007,,,
SAU,2008,,,
SAU,2009,90.997131,90.190804,91.78038
SAU,2010,96.638023,96.437103,96.833321
SAU,2011,96.624496,96.569992,96.677513
SAU,2012,99.535049,99.670799,99.402939
SAU,2013,97.826279,,
SAU,2014,97.461678,,
SAU,2015,,,
SAU,2016,,,
SAU,2017,,,
SAU,2018,,,
SDN,1990,,,
SDN,1991,,,
SDN,1992,,,
SDN,1993,,,
SDN,1994,,,
SDN,1995,,,
SDN,1996,,,
SDN,1997,,,
SDN,1998,,,
SDN,1999,,,
SDN,2000,,,
SDN,2001,,,
SDN,2002,,,
SDN,2003,,,
SDN,2004,,,
SDN,2005,,,
SDN,2006,,,
SDN,2007,,,
SDN,2008,,,
SDN,2009,,,
SDN,2010,,,
SDN,2011,58.98085,55.57246,62.294621
SDN,2012,55.408501,56.818432,54.03706
SDN,2013,56.343529,58.031681,54.70195
SDN,2014,56.633652,59.154369,54.18449
SDN,2015,57.32383,59.580109,55.133709
SDN,2016,59.569561,62.558819,56.670391
SDN,2017,62.13858,61.586811,62.673409
SDN,2018,,,
SEN,1990,44.771969,38.221119,51.21846
SEN,1991,,,
SEN,1992,44.233341,38.1548,50.208328
SEN,1993,,,
SEN,1994,44.928589,,
SEN,1995,,,
SEN,1996,49.202202,43.780231,54.527489
SEN,1997,53.432621,48.252739,58.517719
SEN,1998,56.006458,51.391788,60.53651
SEN,1999,54.945969,50.153858,59.65134
SEN,2000,58.098942,54.33593,61.795101
SEN,2001,,,
SEN,2002,,,
SEN,2003,64.82563,62.022652,67.58551
SEN,2004,62.896622,61.713619,64.061111
SEN,2005,64.012306,63.2201,64.791908
SEN,2006,66.493439,66.271889,66.711472
SEN,2007,69.088913,69.399712,68.783012
SEN,2008,69.942879,70.969193,68.933189
SEN,2009,70.340828,71.864738,68.843109
SEN,2010,71.25119,73.231033,69.308357
SEN,2011,71.769524,74.09153,69.495193
SEN,2012,74.753769,77.685951,71.883408
SEN,2013,73.590736,76.576263,70.670372
SEN,2014,74.269768,77.443108,71.167976
SEN,2015,74.189972,77.664711,70.795486
SEN,2016,72.339989,75.991539,68.773819
SEN,2017,75.173698,79.401581,71.045273
SEN,2018,,,
SGP,1990,,,
SGP,1991,,,
SGP,1992,,,
SGP,1993,,,
SGP,1994,,,
SGP,1995,,,
SGP,1996,,,
SGP,1997,,,
SGP,1998,,,
SGP,1999,,,
SGP,2000,,,
SGP,2001,,,
SGP,2002,,,
SGP,2003,,,
SGP,2004,,,
SGP,2005,,,
SGP,2006,,,
SGP,2007,,,
SGP,2008,,,
SGP,2009,,,
SGP,2010,,,
SGP,2011,,,
SGP,2012,,,
SGP,2013,,,
SGP,2014,,,
SGP,2015,,,
SGP,2016,99.941231,,
SGP,2017,,,
SGP,2018,,,
SLB,1990,,,
SLB,1991,,,
SLB,1992,,,
SLB,1993,,,
SLB,1994,,,
SLB,1995,,,
SLB,1996,,,
SLB,1997,,,
SLB,1998,,,
SLB,1999,,,
SLB,2000,,,
SLB,2001,,,
SLB,2002,,,
SLB,2003,,,
SLB,2004,,,
SLB,2005,75.401291,74.022278,76.679398
SLB,2006,80.368912,79.524696,81.151588
SLB,2007,80.521339,79.263397,81.688461
SLB,2008,,,
SLB,2009,,,
SLB,2010,,,
SLB,2011,,,
SLB,2012,,,
SLB,2013,70.569221,70.973518,70.189278
SLB,2014,70.214989,69.963417,70.451317
SLB,2015,70.585182,70.733887,70.445633
SLB,2016,72.64135,72.890541,72.407639
SLB,2017,69.526398,69.792381,69.277023
SLB,2018,,,
SLE,1990,,,
SLE,1991,,,
SLE,1992,,,
SLE,1993,,,
SLE,1994,,,
SLE,1995,,,
SLE,1996,,,
SLE,1997,,,
SLE,1998,,,
SLE,1999,,,
SLE,2000,,,
SLE,2001,,,
SLE,2002,,,
SLE,2003,,,
SLE,2004,,,
SLE,2005,,,
SLE,2006,,,
SLE,2007,,,
SLE,2008,,,
SLE,2009,,,
SLE,2010,,,
SLE,2011,,,
SLE,2012,93.259789,92.655922,93.869652
SLE,2013,98.679153,98.556999,98.802238
SLE,2014,,,
SLE,2015,94.974907,94.85273,95.097748
SLE,2016,99.177368,99.459549,98.893806
SLE,2017,,,
SLE,2018,,,
SLV,1990,,,
SLV,1991,,,
SLV,1992,,,
SLV,1993,,,
SLV,1994,,,
SLV,1995,,,
SLV,1996,,,
SLV,1997,,,
SLV,1998,82.296951,88.822258,75.965523
SLV,1999,,,
SLV,2000,91.31115,91.192436,91.425911
SLV,2001,91.768646,91.978973,91.565369
SLV,2002,93.465622,93.735321,93.205139
SLV,2003,93.473686,93.567337,93.383347
SLV,2004,,,
SLV,2005,96.559128,97.048943,96.087929
SLV,2006,96.490417,96.883759,96.111656
SLV,2007,95.829681,96.326736,95.351089
SLV,2008,95.951279,96.484917,95.438004
SLV,2009,95.997978,96.45623,95.557907
SLV,2010,96.128937,96.275429,95.988472
SLV,2011,95.854591,95.877571,95.832512
SLV,2012,94.956093,94.941116,94.970482
SLV,2013,92.077477,92.271759,91.890846
SLV,2014,89.563667,89.884529,89.255989
SLV,2015,87.002197,87.397942,86.623444
SLV,2016,85.534599,86.083817,85.008293
SLV,2017,81.299454,81.771767,80.846741
SLV,2018,,,
SMR,1990,,,
SMR,1991,,,
SMR,1992,,,
SMR,1993,,,
SMR,1994,,,
SMR,1995,,,
SMR,1996,,,
SMR,1997,,,
SMR,1998,,,
SMR,1999,,,
SMR,2000,,,
SMR,2001,,,
SMR,2002,,,
SMR,2003,,,
SMR,2004,,,
SMR,2005,,,
SMR,2006,,,
SMR,2007,,,
SMR,2008,,,
SMR,2009,91.997627,92.973648,91.123596
SMR,2010,94.140831,,
SMR,2011,,,
SMR,2012,93.064613,92.903229,93.201752
SMR,2013,,,
SMR,2014,,,
SMR,2015,,,
SMR,2016,,,
SMR,2017,,,
SMR,2018,,,
SOM,1990,,,
SOM,1991,,,
SOM,1992,,,
SOM,1993,,,
SOM,1994,,,
SOM,1995,,,
SOM,1996,,,
SOM,1997,,,
SOM,1998,,,
SOM,1999,,,
SOM,2000,,,
SOM,2001,,,
SOM,2002,,,
SOM,2003,,,
SOM,2004,,,
SOM,2005,,,
SOM,2006,,,
SOM,2007,,,
SOM,2008,,,
SOM,2009,,,
SOM,2010,,,
SOM,2011,,,
SOM,2012,,,
SOM,2013,,,
SOM,2014,,,
SOM,2015,,,
SOM,2016,,,
SOM,2017,,,
SOM,2018,,,
SRB,1990,,,
SRB,1991,,,
SRB,1992,,,
SRB,1993,,,
SRB,1994,,,
SRB,1995,,,
SRB,1996,,,
SRB,1997,,,
SRB,1998,,,
SRB,1999,,,
SRB,2000,,,
SRB,2001,,,
SRB,2002,,,
SRB,2003,,,
SRB,2004,,,
SRB,2005,99.70359,,
SRB,2006,99.86248,99.889603,99.836739
SRB,2007,98.344681,98.289368,98.397308
SRB,2008,97.99807,97.915512,98.07695
SRB,2009,96.087997,95.676628,96.481461
SRB,2010,94.536369,94.375343,94.689629
SRB,2011,97.124901,97.25705,96.999863
SRB,2012,96.164146,96.362953,95.976578
SRB,2013,96.341522,96.690239,96.011742
SRB,2014,98.588272,98.866753,98.324547
SRB,2015,99.20623,99.302963,99.114639
SRB,2016,99.168556,99.22081,99.119164
SRB,2017,98.56031,98.641998,98.483528
SRB,2018,,,
SSD,1990,,,
SSD,1991,,,
SSD,1992,,,
SSD,1993,,,
SSD,1994,,,
SSD,1995,,,
SSD,1996,,,
SSD,1997,,,
SSD,1998,,,
SSD,1999,,,
SSD,2000,,,
SSD,2001,,,
SSD,2002,,,
SSD,2003,,,
SSD,2004,,,
SSD,2005,,,
SSD,2006,,,
SSD,2007,,,
SSD,2008,,,
SSD,2009,,,
SSD,2010,,,
SSD,2011,40.89669,33.951561,47.693001
SSD,2012,,,
SSD,2013,,,
SSD,2014,,,
SSD,2015,32.159538,27.765869,36.449059
SSD,2016,,,
SSD,2017,,,
SSD,2018,,,
STP,1990,96.688766,,
STP,1991,,,
STP,1992,,,
STP,1993,,,
STP,1994,,,
STP,1995,,,
STP,1996,,,
STP,1997,,,
STP,1998,,,
STP,1999,81.404732,80.421448,82.375511
STP,2000,,,
STP,2001,,,
STP,2002,96.463509,94.260132,98.637047
STP,2003,97.793648,96.488823,99.079857
STP,2004,98.986908,,
STP,2005,98.795982,97.732033,99.843452
STP,2006,,,
STP,2007,89.564262,90.229713,88.908989
STP,2008,90.489868,90.853073,90.132301
STP,2009,91.531471,93.265778,89.823792
STP,2010,91.568626,92.574051,90.578568
STP,2011,,,
STP,2012,,,
STP,2013,90.842934,91.049911,90.638939
STP,2014,91.406776,91.156631,91.653328
STP,2015,91.356857,90.286911,92.411583
STP,2016,,,
STP,2017,96.995941,96.726791,97.261322
STP,2018,,,
SUR,1990,,,
SUR,1991,,,
SUR,1992,,,
SUR,1993,,,
SUR,1994,,,
SUR,1995,,,
SUR,1996,,,
SUR,1997,,,
SUR,1998,,,
SUR,1999,,,
SUR,2000,,,
SUR,2001,,,
SUR,2002,,,
SUR,2003,,,
SUR,2004,,,
SUR,2005,83.06028,83.50676,82.634453
SUR,2006,85.029137,85.812668,84.287552
SUR,2007,83.185181,83.721237,82.681351
SUR,2008,89.24691,90.71965,87.869392
SUR,2009,92.802032,95.061562,90.694893
SUR,2010,91.613411,93.656563,89.710068
SUR,2011,90.415894,92.726593,88.262688
SUR,2012,91.507599,93.60537,89.552238
SUR,2013,91.566017,93.504379,89.759232
SUR,2014,91.43998,94.128288,88.93428
SUR,2015,93.358139,95.297768,91.550346
SUR,2016,94.714272,96.783562,92.786087
SUR,2017,90.190277,92.083443,88.425652
SUR,2018,,,
SVK,1990,,,
SVK,1991,,,
SVK,1992,,,
SVK,1993,,,
SVK,1994,,,
SVK,1995,,,
SVK,1996,,,
SVK,1997,,,
SVK,1998,,,
SVK,1999,,,
SVK,2000,,,
SVK,2001,,,
SVK,2002,,,
SVK,2003,,,
SVK,2004,,,
SVK,2005,,,
SVK,2006,,,
SVK,2007,,,
SVK,2008,,,
SVK,2009,,,
SVK,2010,,,
SVK,2011,,,
SVK,2012,,,
SVK,2013,,,
SVK,2014,,,
SVK,2015,,,
SVK,2016,,,
SVK,2017,,,
SVK,2018,,,
SVN,1990,,,
SVN,1991,,,
SVN,1992,,,
SVN,1993,,,
SVN,1994,,,
SVN,1995,92.867867,92.922348,92.815666
SVN,1996,94.61705,94.631577,94.603188
SVN,1997,95.293373,95.061653,95.513924
SVN,1998,97.656723,97.786728,97.533234
SVN,1999,96.505188,96.434631,96.572121
SVN,2000,95.55307,96.738457,94.428452
SVN,2001,96.145348,95.998177,96.285233
SVN,2002,96.801277,96.83931,96.765129
SVN,2003,97.689308,97.645561,97.730927
SVN,2004,99.658928,99.769592,99.553551
SVN,2005,98.687447,98.309662,99.047318
SVN,2006,98.095917,97.739464,98.435051
SVN,2007,97.98806,97.587608,98.369278
SVN,2008,98.135094,97.75547,98.495987
SVN,2009,98.072578,97.763992,98.365303
SVN,2010,97.99807,97.772148,98.211937
SVN,2011,98.051964,98.196609,97.915161
SVN,2012,98.53125,98.860092,98.221046
SVN,2013,97.878166,98.357338,97.426521
SVN,2014,97.656639,98.175797,97.167107
SVN,2015,98.030548,98.632347,97.462769
SVN,2016,97.764992,98.412666,97.153648
SVN,2017,,,
SVN,2018,,,
SWE,1990,99.515961,99.543282,99.489983
SWE,1991,99.723953,99.837502,99.616119
SWE,1992,99.838676,,
SWE,1993,99.635223,,
SWE,1994,99.898293,,
SWE,1995,98.838074,,
SWE,1996,99.803452,,
SWE,1997,99.828148,,
SWE,1998,,,
SWE,1999,99.770187,,
SWE,2000,99.42556,99.102661,99.732033
SWE,2001,99.724998,,
SWE,2002,99.528908,99.308052,99.738701
SWE,2003,99.102547,98.777222,99.411812
SWE,2004,96.886993,96.601852,97.158157
SWE,2005,95.392937,95.206161,95.570572
SWE,2006,95.078796,94.947891,95.203201
SWE,2007,96.250648,96.090271,96.402946
SWE,2008,98.433357,98.116867,98.733772
SWE,2009,99.335487,99.029999,99.625389
SWE,2010,99.383507,99.053078,99.69706
SWE,2011,99.478783,99.240791,99.70462
SWE,2012,99.599442,99.500381,99.693314
SWE,2013,99.674858,99.757278,99.596748
SWE,2014,99.710449,99.82782,99.599167
SWE,2015,99.631264,99.672592,99.592056
SWE,2016,99.607132,99.487778,99.720261
SWE,2017,,,
SWE,2018,,,
SWZ,1990,74.345757,76.240417,72.466698
SWZ,1991,74.509613,76.004097,73.018082
SWZ,1992,75.230164,76.381439,74.079208
SWZ,1993,73.798157,74.744034,72.854019
SWZ,1994,74.205017,75.498047,72.917084
SWZ,1995,75.101082,76.190338,74.016983
SWZ,1996,72.732849,73.742393,71.730019
SWZ,1997,,,
SWZ,1998,,,
SWZ,1999,,,
SWZ,2000,,,
SWZ,2001,,,
SWZ,2002,,,
SWZ,2003,,,
SWZ,2004,,,
SWZ,2005,,,
SWZ,2006,,,
SWZ,2007,,,
SWZ,2008,,,
SWZ,2009,74.312927,74.365089,74.261131
SWZ,2010,79.532738,79.184486,79.878731
SWZ,2011,80.502823,78.082741,82.906349
SWZ,2012,79.445518,78.284538,80.598106
SWZ,2013,76.209213,75.77449,76.640678
SWZ,2014,77.133636,76.794868,77.469856
SWZ,2015,76.281502,75.910629,76.649658
SWZ,2016,75.85466,75.217812,76.486908
SWZ,2017,,,
SWZ,2018,,,
SXM,1990,,,
SXM,1991,,,
SXM,1992,,,
SXM,1993,,,
SXM,1994,,,
SXM,1995,,,
SXM,1996,,,
SXM,1997,,,
SXM,1998,,,
SXM,1999,,,
SXM,2000,,,
SXM,2001,,,
SXM,2002,,,
SXM,2003,,,
SXM,2004,,,
SXM,2005,,,
SXM,2006,,,
SXM,2007,,,
SXM,2008,,,
SXM,2009,,,
SXM,2010,,,
SXM,2011,,,
SXM,2012,,,
SXM,2013,,,
SXM,2014,,,
SXM,2015,,,
SXM,2016,,,
SXM,2017,,,
SXM,2018,,,
SYC,1990,,,
SYC,1991,,,
SYC,1992,,,
SYC,1993,87.902489,87.321022,88.460007
SYC,1994,90.87542,91.882233,89.9114
SYC,1995,91.662331,93.178917,90.209648
SYC,1996,92.057716,93.176018,90.990257
SYC,1997,,,
SYC,1998,99.454308,,
SYC,1999,,,
SYC,2000,93.137283,94.902283,91.467361
SYC,2001,86.057739,86.886688,85.268227
SYC,2002,93.394676,93.237801,93.54493
SYC,2003,95.102882,94.280121,95.89505
SYC,2004,95.377213,95.068024,95.674591
SYC,2005,95.517372,94.736908,96.261681
SYC,2006,,,
SYC,2007,,,
SYC,2008,,,
SYC,2009,,,
SYC,2010,,,
SYC,2011,,,
SYC,2012,,,
SYC,2013,,,
SYC,2014,,,
SYC,2015,,,
SYC,2016,,,
SYC,2017,,,
SYC,2018,,,
SYR,1990,94.732681,90.574791,98.726913
SYR,1991,95.764618,,
SYR,1992,96.163422,,
SYR,1993,96.208199,,
SYR,1994,96.435852,,
SYR,1995,96.469093,,
SYR,1996,96.379662,92.609848,99.991821
SYR,1997,95.578857,92.014282,98.995102
SYR,1998,96.597389,93.298279,99.760986
SYR,1999,96.528893,,
SYR,2000,96.86071,,
SYR,2001,97.529968,,
SYR,2002,97.704742,,
SYR,2003,98.383278,,
SYR,2004,98.999237,,
SYR,2005,99.19529,,
SYR,2006,99.059219,98.209709,99.85997
SYR,2007,98.961998,98.137337,99.739601
SYR,2008,99.017029,98.228691,99.762573
SYR,2009,98.912132,98.011559,99.76738
SYR,2010,98.92807,,
SYR,2011,,,
SYR,2012,,,
SYR,2013,67.232147,66.522568,67.912354
SYR,2014,,,
SYR,2015,,,
SYR,2016,,,
SYR,2017,,,
SYR,2018,,,
TCA,1990,,,
TCA,1991,,,
TCA,1992,,,
TCA,1993,,,
TCA,1994,,,
TCA,1995,,,
TCA,1996,,,
TCA,1997,,,
TCA,1998,,,
TCA,1999,,,
TCA,2000,,,
TCA,2001,,,
TCA,2002,,,
TCA,2003,,,
TCA,2004,,,
TCA,2005,,,
TCA,2006,,,
TCA,2007,,,
TCA,2008,,,
TCA,2009,,,
TCA,2010,,,
TCA,2011,,,
TCA,2012,,,
TCA,2013,,,
TCA,2014,,,
TCA,2015,,,
TCA,2016,,,
TCA,2017,,,
TCA,2018,,,
TCD,1990,,,
TCD,1991,,,
TCD,1992,,,
TCD,1993,,,
TCD,1994,,,
TCD,1995,,,
TCD,1996,37.36639,,
TCD,1997,42.723709,30.797291,54.487629
TCD,1998,47.89056,35.516499,60.099689
TCD,1999,49.799961,38.28056,61.171589
TCD,2000,51.46944,40.742298,62.065868
TCD,2001,52.679119,42.508659,62.732811
TCD,2002,56.176781,45.510551,66.725861
TCD,2003,57.717449,47.365379,67.957603
TCD,2004,,,
TCD,2005,,,
TCD,2006,,,
TCD,2007,,,
TCD,2008,,,
TCD,2009,,,
TCD,2010,,,
TCD,2011,62.858639,54.721081,70.871017
TCD,2012,,,
TCD,2013,78.918488,68.512978,89.153877
TCD,2014,,,
TCD,2015,80.383476,70.66246,89.949158
TCD,2016,74.52388,65.600121,83.31031
TCD,2017,,,
TCD,2018,,,
TGO,1990,64.470581,52.659389,76.377243
TGO,1991,66.974892,55.47216,78.565666
TGO,1992,,,
TGO,1993,,,
TGO,1994,62.90004,52.384029,73.471764
TGO,1995,71.484779,60.429829,82.587929
