countrycode,cty_or_agg,year,indicator,value,value_metadata,countryname,regionname
HRV,cty,2011,SE.LPV.PRIM.LDGAP,.0538624972105026,LDGAP: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Croatia,Europe and Central Asia
HRV,cty,2011,SE.LPV.PRIM.LDSEV,.0050990493036807,LDSEV: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Croatia,Europe and Central Asia
HRV,cty,2011,SE.LPV.PRIM.LPGAP,2.060263559222221,LPGAP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Croatia,Europe and Central Asia
HRV,cty,2011,SE.LPV.PRIM.LPSEV,.5501613825844833,LPSEV = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Croatia,Europe and Central Asia
HRV,cty,2011,SE.LPV.PRIM.SD,2.006401062011719,SD = ANER; ,Croatia,Europe and Central Asia
HRV,cty,2021,SE.LPV.POP.0516,480376,Population Age 0516 for Reference Year 2019; ,Croatia,Europe and Central Asia
HRV,cty,2021,SE.LPV.POP.10,42111.5,Population Age 10 for Reference Year 2019; ,Croatia,Europe and Central Asia
HRV,cty,2021,SE.LPV.POP.1014,198885,Population Age 1014 for Reference Year 2019; ,Croatia,Europe and Central Asia
HRV,cty,2021,SE.LPV.POP.9PLUS,124898,Population Age 9plus for Reference Year 2019; ,Croatia,Europe and Central Asia
HRV,cty,2021,SE.LPV.POP.PRIM,205761,Population Age primary for Reference Year 2019; ,Croatia,Europe and Central Asia
HRV,cty,2021,SE.LPV.PRIM,3.890544176101685,LP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Croatia,Europe and Central Asia
HRV,cty,2021,SE.LPV.PRIM.LD,1.922720670700073,LD = PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Croatia,Europe and Central Asia
HRV,cty,2021,SE.LPV.PRIM.LDGAP,.0689313486218452,LDGAP: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Croatia,Europe and Central Asia
HRV,cty,2021,SE.LPV.PRIM.LDSEV,.008480304852128,LDSEV: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Croatia,Europe and Central Asia
HRV,cty,2021,SE.LPV.PRIM.LPGAP,2.075332410633564,LPGAP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Croatia,Europe and Central Asia
HRV,cty,2021,SE.LPV.PRIM.LPSEV,.8882869374292205,LPSEV = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Croatia,Europe and Central Asia
HRV,cty,2021,SE.LPV.PRIM.SD,2.006401062011719,SD = ANER; ,Croatia,Europe and Central Asia
HUN,cty,2001,SE.LPV.POP.0516,1144268.5,Population Age 0516 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.POP.0516.FE,556798.5,Population Age 0516 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.POP.0516.MA,587470,Population Age 0516 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.POP.10,98848.5,Population Age 10 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.POP.10.FE,48195.5,Population Age 10 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.POP.10.MA,50653,Population Age 10 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.POP.1014,495438,Population Age 1014 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.POP.1014.FE,241175,Population Age 1014 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.POP.1014.MA,254263,Population Age 1014 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.POP.PRIM,456747.5,Population Age primary for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.POP.PRIM.FE,222031.5,Population Age primary for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.POP.PRIM.MA,234716,Population Age primary for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM,5.860315322875977,LP = SD: ANER; LD: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.FE,4.821836948394775,LP = SD: ANER; LD: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LD,2.452856063842773,LD = PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LD.FE,1.458041429519653,LD = PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LD.MA,3.492696523666382,LD = PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LDGAP,.0747313871979713,LDGAP: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LDGAP.FE,.0590663477778435,LDGAP: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LDGAP.MA,.0815254971385002,LDGAP: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LDSEV,.0102982595562935,LDSEV: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LDSEV.FE,.0075992294587195,LDSEV: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LDSEV.MA,.0114668663591146,LDSEV: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LPGAP,3.567872561514378,LPGAP = SD: ANER; LD: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LPGAP.FE,3.472632937133312,LPGAP = SD: ANER; LD: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LPGAP.MA,3.650273971259594,LPGAP = SD: ANER; LD: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LPSEV,1.151846308266395,LPSEV = SD: ANER; LD: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LPSEV.FE,.8764473144715885,LPSEV = SD: ANER; LD: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.LPSEV.MA,1.274046292626881,LPSEV = SD: ANER; LD: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.MA,6.9367995262146,LP = SD: ANER; LD: PIRLS 2001 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.SD,3.493141174316406,SD = ANER; ,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.SD.FE,3.413566589355469,SD = ANER; Female,Hungary,Europe and Central Asia
HUN,cty,2001,SE.LPV.PRIM.SD.MA,3.568748474121094,SD = ANER; Male,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.POP.0516,1144268.5,Population Age 0516 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.POP.0516.FE,556798.5,Population Age 0516 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.POP.0516.MA,587470,Population Age 0516 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.POP.10,98848.5,Population Age 10 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.POP.10.FE,48195.5,Population Age 10 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.POP.10.MA,50653,Population Age 10 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.POP.1014,495438,Population Age 1014 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.POP.1014.FE,241175,Population Age 1014 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.POP.1014.MA,254263,Population Age 1014 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.POP.PRIM,456747.5,Population Age primary for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.POP.PRIM.FE,222031.5,Population Age primary for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.POP.PRIM.MA,234716,Population Age primary for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM,5.971697807312012,LP = SD: ANER; LD: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.FE,5.635834693908691,LP = SD: ANER; LD: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LD,2.568269968032837,LD = PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LD.FE,2.300807952880859,LD = PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LD.MA,2.839012622833252,LD = PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LDGAP,.0806129574775696,LDGAP: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LDGAP.FE,.0741647705435753,LDGAP: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LDGAP.MA,.08638846129179,LDGAP: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LDSEV,.0125182382762432,LDSEV: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LDSEV.FE,.0103918751701713,LDSEV: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LDSEV.MA,.014507713727653,LDSEV: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LPGAP,3.573754131793976,LPGAP = SD: ANER; LD: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LPGAP.FE,3.487731359899044,LPGAP = SD: ANER; LD: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LPGAP.MA,3.655136935412884,LPGAP = SD: ANER; LD: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LPSEV,1.373844180261367,LPSEV = SD: ANER; LD: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LPSEV.FE,1.155711885616765,LPSEV = SD: ANER; LD: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.LPSEV.MA,1.578131029480719,LPSEV = SD: ANER; LD: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.MA,6.306443691253662,LP = SD: ANER; LD: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.SD,3.493141174316406,SD = ANER; ,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.SD.FE,3.413566589355469,SD = ANER; Female,Hungary,Europe and Central Asia
HUN,cty,2006,SE.LPV.PRIM.SD.MA,3.568748474121094,SD = ANER; Male,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.POP.0516,1144268.5,Population Age 0516 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.POP.0516.FE,556798.5,Population Age 0516 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.POP.0516.MA,587470,Population Age 0516 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.POP.10,98848.5,Population Age 10 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.POP.10.FE,48195.5,Population Age 10 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.POP.10.MA,50653,Population Age 10 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.POP.1014,495438,Population Age 1014 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.POP.1014.FE,241175,Population Age 1014 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.POP.1014.MA,254263,Population Age 1014 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.POP.PRIM,456747.5,Population Age primary for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.POP.PRIM.FE,222031.5,Population Age primary for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.POP.PRIM.MA,234716,Population Age primary for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM,8.664941787719727,LP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.FE,7.484940052032471,LP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LD,5.358997821807861,LD = PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LD.FE,4.215264320373535,LD = PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LD.MA,6.467875003814697,LD = PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LDGAP,.106177419424057,LDGAP: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LDGAP.FE,.0975272879004478,LDGAP: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LDGAP.MA,.1118384376168251,LDGAP: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LDSEV,.0192471127957106,LDSEV: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LDSEV.FE,.0170408934354782,LDSEV: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LDSEV.MA,.0206893626600504,LDSEV: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LPGAP,3.599318593740463,LPGAP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LPGAP.FE,3.511093877255917,LPGAP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LPGAP.MA,3.680586911737919,LPGAP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LPSEV,2.046731632208103,LPSEV = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LPSEV.FE,1.82061371214746,LPSEV = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.LPSEV.MA,2.196295922720455,LPSEV = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.MA,9.805801391601563,LP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.SD,3.493141174316406,SD = ANER; ,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.SD.FE,3.413566589355469,SD = ANER; Female,Hungary,Europe and Central Asia
HUN,cty,2011,SE.LPV.PRIM.SD.MA,3.568748474121094,SD = ANER; Male,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.POP.0516,1144268.5,Population Age 0516 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.POP.0516.FE,556798.5,Population Age 0516 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.POP.0516.MA,587470,Population Age 0516 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.POP.10,98848.5,Population Age 10 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.POP.10.FE,48195.5,Population Age 10 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.POP.10.MA,50653,Population Age 10 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.POP.1014,495438,Population Age 1014 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.POP.1014.FE,241175,Population Age 1014 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.POP.1014.MA,254263,Population Age 1014 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.POP.PRIM,456747.5,Population Age primary for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.POP.PRIM.FE,222031.5,Population Age primary for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.POP.PRIM.MA,234716,Population Age primary for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM,6.255064010620117,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.FE,5.591651439666748,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LD,2.861892700195313,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LD.FE,2.255062818527222,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LD.MA,3.454200506210327,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LDGAP,.0739545375108719,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LDGAP.FE,.0886416658759117,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LDGAP.MA,.064090222120285,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LDSEV,.0107452869415283,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LDSEV.FE,.0161685328930616,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LDSEV.MA,.0070577976293862,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LPGAP,3.567095711827278,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LPGAP.FE,3.50220825523138,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LPGAP.MA,3.632838696241379,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LPSEV,1.196549046789878,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LPSEV.FE,1.733377657905803,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.LPSEV.MA,.833139419654035,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.MA,6.899677276611328,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.SD,3.493141174316406,SD = ANER; ,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.SD.FE,3.413566589355469,SD = ANER; Female,Hungary,Europe and Central Asia
HUN,cty,2016,SE.LPV.PRIM.SD.MA,3.568748474121094,SD = ANER; Male,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.POP.0516,1144268.5,Population Age 0516 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.POP.0516.FE,556798.5,Population Age 0516 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.POP.0516.MA,587470,Population Age 0516 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.POP.10,98848.5,Population Age 10 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.POP.10.FE,48195.5,Population Age 10 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.POP.10.MA,50653,Population Age 10 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.POP.1014,495438,Population Age 1014 for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.POP.1014.FE,241175,Population Age 1014 for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.POP.1014.MA,254263,Population Age 1014 for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.POP.PRIM,456747.5,Population Age primary for Reference Year 2019; ,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.POP.PRIM.FE,222031.5,Population Age primary for Reference Year 2019; Female,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.POP.PRIM.MA,234716,Population Age primary for Reference Year 2019; Male,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM,9.155691146850586,LP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.FE,7.769093990325928,LP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LD,5.867510795593262,LD = PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LD.FE,4.509460926055908,LD = PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LD.MA,7.228302955627441,LD = PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LDGAP,.107028990983963,LDGAP: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LDGAP.FE,.0996176302433014,LDGAP: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LDGAP.MA,.1116292029619217,LDGAP: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LDSEV,.0206426549702883,LDSEV: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LDSEV.FE,.0181447770446539,LDSEV: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LDSEV.MA,.0222045537084341,LDSEV: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LPGAP,3.600170165300369,LPGAP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LPGAP.FE,3.51318421959877,LPGAP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
