year,countrycode,subgroup,total,male,urban,m_early,m_end,subject,indicator
2006,MEX,urban=0,4825,2364,3709,485.46667,.22562283,read,fgt2
2006,MEX,urban=0,4825,2364,3709,485.46667,.34610716,read,hpro
2006,MEX,urban=0,4825,2364,3709,485.46667,487.80994,read,score
2006,MEX,urban=1,4753,2311,3720,544.14142,,math,score
2006,MEX,urban=1,4825,2364,3709,544.14142,555.50873,math,score
2006,MEX,urban=1,4753,2311,3720,547.94116,,read,score
2006,MEX,urban=1,4825,2364,3709,547.94116,.38618064,read,fgt0
2006,MEX,urban=1,4825,2364,3709,547.94116,.61381936,read,hpro
2006,MEX,urban=1,4825,2364,3709,547.94116,.412478,read,fgt1
2006,MEX,urban=1,4825,2364,3709,547.94116,545.52075,read,score
2006,MEX,urban=1,4825,2364,3709,547.94116,.19110423,read,fgt2
2006,NIC,all,6885,3130,5521,472.78351,,math,score
2006,NIC,all,6741,3046,5674,472.78351,457.93222,math,score
2006,NIC,all,6885,3130,5521,469.80399,,read,score
2006,NIC,all,6741,3046,5674,469.80399,.73680454,read,fgt0
2006,NIC,all,6741,3046,5674,469.80399,.44246587,read,fgt1
2006,NIC,all,6741,3046,5674,469.80399,.22332257,read,fgt2
2006,NIC,all,6741,3046,5674,469.80399,472.9201,read,score
2006,NIC,all,6741,3046,5674,469.80399,.26319546,read,hpro
2006,NIC,male=0,6885,3130,5521,468.02585,,math,score
2006,NIC,male=0,6741,3046,5674,468.02585,453.38135,math,score
2006,NIC,male=0,6885,3130,5521,471.57675,,read,score
2006,NIC,male=0,6741,3046,5674,471.57675,.44093803,read,fgt1
2006,NIC,male=0,6741,3046,5674,471.57675,.22160374,read,fgt2
2006,NIC,male=0,6741,3046,5674,471.57675,472.49362,read,score
2006,NIC,male=0,6741,3046,5674,471.57675,.7347908,read,fgt0
2006,NIC,male=0,6741,3046,5674,471.57675,.26520923,read,hpro
2006,NIC,male=1,6885,3130,5521,480.74124,,math,score
2006,NIC,male=1,6741,3046,5674,480.74124,463.53961,math,score
2006,NIC,male=1,6885,3130,5521,469.81131,,read,score
2006,NIC,male=1,6741,3046,5674,469.81131,.74009639,read,fgt0
2006,NIC,male=1,6741,3046,5674,469.81131,.25990361,read,hpro
2006,NIC,male=1,6741,3046,5674,469.81131,.44432497,read,fgt1
2006,NIC,male=1,6741,3046,5674,469.81131,.22558047,read,fgt2
2006,NIC,male=1,6741,3046,5674,469.81131,473.10785,read,score
2006,NIC,urban=0,6885,3130,5521,473.27405,,math,score
2006,NIC,urban=0,6741,3046,5674,473.27405,452.42355,math,score
2006,NIC,urban=0,6885,3130,5521,457.29584,,read,score
2006,NIC,urban=0,6741,3046,5674,457.29584,.23326801,read,fgt2
2006,NIC,urban=0,6741,3046,5674,457.29584,461.40295,read,score
2006,NIC,urban=0,6741,3046,5674,457.29584,.201038,read,hpro
2006,NIC,urban=0,6741,3046,5674,457.29584,.45149705,read,fgt1
2006,NIC,urban=0,6741,3046,5674,457.29584,.798962,read,fgt0
2006,NIC,urban=1,6885,3130,5521,472.12012,,math,score
2006,NIC,urban=1,6741,3046,5674,472.12012,462.66769,math,score
2006,NIC,urban=1,6885,3130,5521,486.7197,,read,score
2006,NIC,urban=1,6741,3046,5674,486.7197,.31662852,read,hpro
2006,NIC,urban=1,6741,3046,5674,486.7197,.68337148,read,fgt0
2006,NIC,urban=1,6741,3046,5674,486.7197,482.82074,read,score
2006,NIC,urban=1,6741,3046,5674,486.7197,.43338913,read,fgt1
2006,NIC,urban=1,6741,3046,5674,486.7197,.21332696,read,fgt2
2006,PAN,all,6476,3153,5098,463.03531,,math,score
2006,PAN,all,5608,2612,4358,463.03531,451.59677,math,score
2006,PAN,all,6476,3153,5098,467.2103,,read,score
2006,PAN,all,5608,2612,4358,467.2103,.30320197,read,hpro
2006,PAN,all,5608,2612,4358,467.2103,.49059409,read,fgt1
2006,PAN,all,5608,2612,4358,467.2103,.27459207,read,fgt2
2006,PAN,all,5608,2612,4358,467.2103,472.05276,read,score
2006,PAN,all,5608,2612,4358,467.2103,.69679803,read,fgt0
2006,PAN,all,5608,2612,4358,,472.51749,science,score
2006,PAN,male=0,6476,3153,5098,466.89017,,math,score
2006,PAN,male=0,5608,2612,4358,466.89017,453.62906,math,score
2006,PAN,male=0,6476,3153,5098,475.62903,,read,score
2006,PAN,male=0,5608,2612,4358,475.62903,480.81604,read,score
2006,PAN,male=0,5608,2612,4358,475.62903,.47741574,read,fgt1
2006,PAN,male=0,5608,2612,4358,475.62903,.33888495,read,hpro
2006,PAN,male=0,5608,2612,4358,475.62903,.66111505,read,fgt0
2006,PAN,male=0,5608,2612,4358,475.62903,.25946102,read,fgt2
2006,PAN,male=0,5608,2612,4358,,474.01068,science,score
2006,PAN,male=1,6476,3153,5098,461.35806,,math,score
2006,PAN,male=1,5608,2612,4358,461.35806,450.81921,math,score
2006,PAN,male=1,6476,3153,5098,460.68579,,read,score
2006,PAN,male=1,5608,2612,4358,460.68579,.27009112,read,hpro
2006,PAN,male=1,5608,2612,4358,460.68579,.28210941,read,fgt2
2006,PAN,male=1,5608,2612,4358,460.68579,464.92392,read,score
2006,PAN,male=1,5608,2612,4358,460.68579,.72990888,read,fgt0
2006,PAN,male=1,5608,2612,4358,460.68579,.49796626,read,fgt1
2006,PAN,male=1,5608,2612,4358,,472.74832,science,score
2006,PAN,urban=0,6476,3153,5098,451.93188,,math,score
2006,PAN,urban=0,5608,2612,4358,451.93188,432.07999,math,score
2006,PAN,urban=0,6476,3153,5098,440.10767,,read,score
2006,PAN,urban=0,5608,2612,4358,440.10767,442.422,read,score
2006,PAN,urban=0,5608,2612,4358,440.10767,.31426781,read,fgt2
2006,PAN,urban=0,5608,2612,4358,440.10767,.18798339,read,hpro
2006,PAN,urban=0,5608,2612,4358,440.10767,.81201661,read,fgt0
2006,PAN,urban=0,5608,2612,4358,440.10767,.52815825,read,fgt1
2006,PAN,urban=0,5608,2612,4358,,452.50861,science,score
2006,PAN,urban=1,6476,3153,5098,474.34314,,math,score
2006,PAN,urban=1,5608,2612,4358,474.34314,469.40771,math,score
2006,PAN,urban=1,6476,3153,5098,494.81183,,read,score
2006,PAN,urban=1,5608,2612,4358,494.81183,499.09369,read,score
2006,PAN,urban=1,5608,2612,4358,494.81183,.44354483,read,fgt1
2006,PAN,urban=1,5608,2612,4358,494.81183,.40835008,read,hpro
2006,PAN,urban=1,5608,2612,4358,494.81183,.59164989,read,fgt0
2006,PAN,urban=1,5608,2612,4358,494.81183,.2248981,read,fgt2
2006,PAN,urban=1,5608,2612,4358,,490.7775,science,score
2006,PER,all,4814,2384,3959,473.93704,,math,score
2006,PER,all,4662,2214,3963,473.93704,489.97803,math,score
2006,PER,all,4814,2384,3959,473.98102,,read,score
2006,PER,all,4662,2214,3963,473.98102,.47340611,read,fgt1
2006,PER,all,4662,2214,3963,473.98102,.32035279,read,hpro
2006,PER,all,4662,2214,3963,473.98102,476.29163,read,score
2006,PER,all,4662,2214,3963,473.98102,.25851503,read,fgt2
2006,PER,all,4662,2214,3963,473.98102,.67964721,read,fgt0
2006,PER,all,4662,2214,3963,,464.89954,science,score
2006,PER,male=0,4814,2384,3959,469.97989,,math,score
2006,PER,male=0,4662,2214,3963,469.97989,481.76059,math,score
2006,PER,male=0,4814,2384,3959,474.82779,,read,score
2006,PER,male=0,4662,2214,3963,474.82779,.47139728,read,fgt1
2006,PER,male=0,4662,2214,3963,474.82779,475.32935,read,score
2006,PER,male=0,4662,2214,3963,474.82779,.69119859,read,fgt0
2006,PER,male=0,4662,2214,3963,474.82779,.30880144,read,hpro
2006,PER,male=0,4662,2214,3963,474.82779,.25634795,read,fgt2
2006,PER,male=0,4662,2214,3963,,457.63135,science,score
2006,PER,male=1,4814,2384,3959,479.17596,,math,score
2006,PER,male=1,4662,2214,3963,479.17596,500.70218,math,score
2006,PER,male=1,4814,2384,3959,474.06375,,read,score
2006,PER,male=1,4662,2214,3963,474.06375,477.19464,read,score
2006,PER,male=1,4662,2214,3963,474.06375,.47570589,read,fgt1
2006,PER,male=1,4662,2214,3963,474.06375,.33154821,read,hpro
2006,PER,male=1,4662,2214,3963,474.06375,.26103136,read,fgt2
2006,PER,male=1,4662,2214,3963,474.06375,.66845179,read,fgt0
2006,PER,male=1,4662,2214,3963,,473.75461,science,score
2006,PER,urban=0,4814,2384,3959,427.47256,,math,score
2006,PER,urban=0,4662,2214,3963,427.47256,427.19812,math,score
2006,PER,urban=0,4814,2384,3959,421.25534,,read,score
2006,PER,urban=0,4662,2214,3963,421.25534,.32895944,read,fgt2
2006,PER,urban=0,4662,2214,3963,421.25534,.9079259,read,fgt0
2006,PER,urban=0,4662,2214,3963,421.25534,.53640836,read,fgt1
2006,PER,urban=0,4662,2214,3963,421.25534,419.3378,read,score
2006,PER,urban=0,4662,2214,3963,421.25534,.092074111,read,hpro
2006,PER,urban=0,4662,2214,3963,,424.37488,science,score
2006,PER,urban=1,4814,2384,3959,497.35541,,math,score
2006,PER,urban=1,4662,2214,3963,497.35541,514.23035,math,score
2006,PER,urban=1,4814,2384,3959,500.55502,,read,score
2006,PER,urban=1,4662,2214,3963,500.55502,.4085384,read,hpro
2006,PER,urban=1,4662,2214,3963,500.55502,.43604562,read,fgt1
2006,PER,urban=1,4662,2214,3963,500.55502,.21674132,read,fgt2
2006,PER,urban=1,4662,2214,3963,500.55502,498.29327,read,score
2006,PER,urban=1,4662,2214,3963,500.55502,.5914616,read,fgt0
2006,PER,urban=1,4662,2214,3963,,480.55447,science,score
2006,PRY,all,5506,2543,3703,485.59744,,math,score
2006,PRY,all,4777,2044,3292,485.59744,468.31268,math,score
2006,PRY,all,5506,2543,3703,469.08966,,read,score
2006,PRY,all,4777,2044,3292,469.08966,.51874739,read,fgt1
2006,PRY,all,4777,2044,3292,469.08966,.25831541,read,hpro
2006,PRY,all,4777,2044,3292,469.08966,.74168456,read,fgt0
2006,PRY,all,4777,2044,3292,469.08966,455.23877,read,score
2006,PRY,all,4777,2044,3292,469.08966,.30820525,read,fgt2
2006,PRY,all,4777,2044,3292,,469.26416,science,score
2006,PRY,male=0,5506,2543,3703,487.52182,,math,score
2006,PRY,male=0,4777,2044,3292,487.52182,469.57266,math,score
2006,PRY,male=0,5506,2543,3703,478.86649,,read,score
2006,PRY,male=0,4777,2044,3292,478.86649,461.21918,read,score
2006,PRY,male=0,4777,2044,3292,478.86649,.29192671,read,fgt2
2006,PRY,male=0,4777,2044,3292,478.86649,.27343574,read,hpro
2006,PRY,male=0,4777,2044,3292,478.86649,.50474995,read,fgt1
2006,PRY,male=0,4777,2044,3292,478.86649,.72656429,read,fgt0
2006,PRY,male=0,4777,2044,3292,,470.68015,science,score
2006,PRY,male=1,5506,2543,3703,485.2117,,math,score
2006,PRY,male=1,4777,2044,3292,485.2117,470.16422,math,score
2006,PRY,male=1,5506,2543,3703,463.17868,,read,score
2006,PRY,male=1,4777,2044,3292,463.17868,.75755048,read,fgt0
2006,PRY,male=1,4777,2044,3292,463.17868,.53044832,read,fgt1
2006,PRY,male=1,4777,2044,3292,463.17868,450.07428,read,score
2006,PRY,male=1,4777,2044,3292,463.17868,.24244951,read,hpro
2006,PRY,male=1,4777,2044,3292,463.17868,.32155117,read,fgt2
2006,PRY,male=1,4777,2044,3292,,468.80273,science,score
2006,PRY,urban=0,5506,2543,3703,476.87189,,math,score
2006,PRY,urban=0,4777,2044,3292,476.87189,451.98425,math,score
2006,PRY,urban=0,5506,2543,3703,451.33701,,read,score
2006,PRY,urban=0,4777,2044,3292,451.33701,.34581378,read,fgt2
2006,PRY,urban=0,4777,2044,3292,451.33701,.15519764,read,hpro
2006,PRY,urban=0,4777,2044,3292,451.33701,.55103493,read,fgt1
2006,PRY,urban=0,4777,2044,3292,451.33701,.84480238,read,fgt0
2006,PRY,urban=0,4777,2044,3292,451.33701,425.74789,read,score
2006,PRY,urban=0,4777,2044,3292,,453.43631,science,score
2006,PRY,urban=1,5506,2543,3703,494.78561,,math,score
2006,PRY,urban=1,4777,2044,3292,494.78561,483.16699,math,score
2006,PRY,urban=1,5506,2543,3703,487.78351,,read,score
2006,PRY,urban=1,4777,2044,3292,487.78351,482.06723,read,score
2006,PRY,urban=1,4777,2044,3292,487.78351,.26359266,read,fgt2
2006,PRY,urban=1,4777,2044,3292,487.78351,.64787626,read,fgt0
2006,PRY,urban=1,4777,2044,3292,487.78351,.48044679,read,fgt1
2006,PRY,urban=1,4777,2044,3292,487.78351,.35212374,read,hpro
2006,PRY,urban=1,4777,2044,3292,,483.66306,science,score
2006,SLV,all,7474,3745,5129,482.74509,,math,score
2006,SLV,all,6342,3052,4622,482.74509,471.93887,math,score
2006,SLV,all,7474,3745,5129,496.23056,,read,score
2006,SLV,all,6342,3052,4622,496.23056,.23165256,read,fgt2
2006,SLV,all,6342,3052,4622,496.23056,484.15939,read,score
2006,SLV,all,6342,3052,4622,496.23056,.45068499,read,fgt1
2006,SLV,all,6342,3052,4622,496.23056,.33530638,read,hpro
2006,SLV,all,6342,3052,4622,496.23056,.66469359,read,fgt0
2006,SLV,all,6342,3052,4622,,479.10181,science,score
2006,SLV,male=0,7474,3745,5129,477.24435,,math,score
2006,SLV,male=0,6342,3052,4622,477.24435,467.95117,math,score
2006,SLV,male=0,7474,3745,5129,497.20609,,read,score
2006,SLV,male=0,6342,3052,4622,497.20609,.6690411,read,fgt0
2006,SLV,male=0,6342,3052,4622,497.20609,484.09085,read,score
2006,SLV,male=0,6342,3052,4622,497.20609,.3309589,read,hpro
2006,SLV,male=0,6342,3052,4622,497.20609,.4500345,read,fgt1
2006,SLV,male=0,6342,3052,4622,497.20609,.23098211,read,fgt2
2006,SLV,male=0,6342,3052,4622,,474.2562,science,score
2006,SLV,male=1,7474,3745,5129,488.14542,,math,score
2006,SLV,male=1,6342,3052,4622,488.14542,477.43051,math,score
2006,SLV,male=1,7474,3745,5129,495.81577,,read,score
2006,SLV,male=1,6342,3052,4622,495.81577,.45150864,read,fgt1
2006,SLV,male=1,6342,3052,4622,495.81577,.23250714,read,fgt2
2006,SLV,male=1,6342,3052,4622,495.81577,.34059519,read,hpro
2006,SLV,male=1,6342,3052,4622,495.81577,484.28448,read,score
2006,SLV,male=1,6342,3052,4622,495.81577,.65940481,read,fgt0
2006,SLV,male=1,6342,3052,4622,,484.41373,science,score
2006,SLV,urban=0,7474,3745,5129,465.58746,,math,score
2006,SLV,urban=0,6342,3052,4622,465.58746,450.28516,math,score
2006,SLV,urban=0,7474,3745,5129,471.61148,,read,score
2006,SLV,urban=0,6342,3052,4622,471.61148,457.88171,read,score
2006,SLV,urban=0,6342,3052,4622,471.61148,.79303032,read,fgt0
2006,SLV,urban=0,6342,3052,4622,471.61148,.4679538,read,fgt1
2006,SLV,urban=0,6342,3052,4622,471.61148,.24982972,read,fgt2
2006,SLV,urban=0,6342,3052,4622,471.61148,.20696969,read,hpro
2006,SLV,urban=0,6342,3052,4622,,458.82529,science,score
2006,SLV,urban=1,7474,3745,5129,505.51193,,math,score
2006,SLV,urban=1,6342,3052,4622,505.51193,495.04251,math,score
2006,SLV,urban=1,7474,3745,5129,528.89813,,read,score
2006,SLV,urban=1,6342,3052,4622,528.89813,.52776361,read,fgt0
2006,SLV,urban=1,6342,3052,4622,528.89813,.47223637,read,hpro
2006,SLV,urban=1,6342,3052,4622,528.89813,.42299896,read,fgt1
2006,SLV,urban=1,6342,3052,4622,528.89813,512.19659,read,score
2006,SLV,urban=1,6342,3052,4622,528.89813,.20251022,read,fgt2
2006,SLV,urban=1,6342,3052,4622,,500.73602,science,score
2006,URY,all,7209,3505,6826,538.52686,,math,score
2006,URY,all,6377,2960,6044,538.52686,578.4231,math,score
2006,URY,all,7209,3505,6826,522.64746,,read,score
2006,URY,all,6377,2960,6044,522.64746,.41928354,read,fgt1
2006,URY,all,6377,2960,6044,522.64746,.59126121,read,hpro
2006,URY,all,6377,2960,6044,522.64746,542.1496,read,score
2006,URY,all,6377,2960,6044,522.64746,.19960693,read,fgt2
2006,URY,all,6377,2960,6044,522.64746,.40873879,read,fgt0
2006,URY,all,6377,2960,6044,,533.13123,science,score
2006,URY,male=0,7209,3505,6826,539.10126,,math,score
2006,URY,male=0,6377,2960,6044,539.10126,581.12213,math,score
2006,URY,male=0,7209,3505,6826,531.99957,,read,score
2006,URY,male=0,6377,2960,6044,531.99957,.41063032,read,fgt1
2006,URY,male=0,6377,2960,6044,531.99957,.1910086,read,fgt2
2006,URY,male=0,6377,2960,6044,531.99957,552.02655,read,score
2006,URY,male=0,6377,2960,6044,531.99957,.63285631,read,hpro
2006,URY,male=0,6377,2960,6044,531.99957,.36714369,read,fgt0
2006,URY,male=0,6377,2960,6044,,532.52106,science,score
2006,URY,male=1,7209,3505,6826,538.82501,,math,score
2006,URY,male=1,6377,2960,6044,538.82501,580.94403,math,score
2006,URY,male=1,7209,3505,6826,519.26691,,read,score
2006,URY,male=1,6377,2960,6044,519.26691,.54859036,read,hpro
2006,URY,male=1,6377,2960,6044,519.26691,.20520571,read,fgt2
2006,URY,male=1,6377,2960,6044,519.26691,.45140964,read,fgt0
2006,URY,male=1,6377,2960,6044,519.26691,.42502433,read,fgt1
2006,URY,male=1,6377,2960,6044,519.26691,532.38257,read,score
2006,URY,male=1,6377,2960,6044,,536.95862,science,score
2006,URY,urban=0,7209,3505,6826,507.53549,,math,score
2006,URY,urban=0,6377,2960,6044,507.53549,527.15454,math,score
2006,URY,urban=0,7209,3505,6826,494.74362,,read,score
2006,URY,urban=0,6377,2960,6044,494.74362,.25414202,read,fgt2
2006,URY,urban=0,6377,2960,6044,494.74362,494.16382,read,score
2006,URY,urban=0,6377,2960,6044,494.74362,.59683722,read,fgt0
2006,URY,urban=0,6377,2960,6044,494.74362,.40316278,read,hpro
2006,URY,urban=0,6377,2960,6044,494.74362,.46783301,read,fgt1
2006,URY,urban=0,6377,2960,6044,,504.50842,science,score
2006,URY,urban=1,7209,3505,6826,539.25183,,math,score
2006,URY,urban=1,6377,2960,6044,539.25183,579.60858,math,score
2006,URY,urban=1,7209,3505,6826,523.30017,,read,score
2006,URY,urban=1,6377,2960,6044,523.30017,.59561038,read,hpro
2006,URY,urban=1,6377,2960,6044,523.30017,543.25909,read,score
2006,URY,urban=1,6377,2960,6044,523.30017,.41762677,read,fgt1
2006,URY,urban=1,6377,2960,6044,523.30017,.40438962,read,fgt0
2006,URY,urban=1,6377,2960,6044,523.30017,.19774589,read,fgt2
2006,URY,urban=1,6377,2960,6044,,533.79303,science,score
2013,ARG,all,4031,1778,2698,533.25562,,math,score
2013,ARG,all,4041,1828,2700,533.25562,530.22821,math,score
2013,ARG,all,4031,1778,2698,512.4787,,read,score
2013,ARG,all,4041,1828,2700,512.4787,.44051751,read,fgt1
2013,ARG,all,4041,1828,2700,512.4787,508.57813,read,score
2013,ARG,all,4041,1828,2700,512.4787,.22027336,read,fgt2
2013,ARG,all,4041,1828,2700,512.4787,.46421036,read,hpro
2013,ARG,all,4041,1828,2700,512.4787,.53578961,read,fgt0
2013,ARG,all,4041,1828,2700,,501.31165,science,score
2013,ARG,male=0,4031,1778,2698,536.33734,,math,score
2013,ARG,male=0,4041,1828,2700,536.33734,527.6275,math,score
2013,ARG,male=0,4031,1778,2698,518.28918,,read,score
2013,ARG,male=0,4041,1828,2700,518.28918,.20772751,read,fgt2
2013,ARG,male=0,4041,1828,2700,518.28918,516.66718,read,score
2013,ARG,male=0,4041,1828,2700,518.28918,.50988525,read,hpro
2013,ARG,male=0,4041,1828,2700,518.28918,.42766204,read,fgt1
2013,ARG,male=0,4041,1828,2700,518.28918,.49011475,read,fgt0
2013,ARG,male=0,4041,1828,2700,,506.30206,science,score
2013,ARG,male=1,4031,1778,2698,528.57098,,math,score
2013,ARG,male=1,4041,1828,2700,528.57098,534.29333,math,score
2013,ARG,male=1,4031,1778,2698,507.0889,,read,score
2013,ARG,male=1,4041,1828,2700,507.0889,.45163453,read,fgt1
2013,ARG,male=1,4041,1828,2700,507.0889,.59282374,read,fgt0
2013,ARG,male=1,4041,1828,2700,507.0889,498.05902,read,score
2013,ARG,male=1,4041,1828,2700,507.0889,.23117635,read,fgt2
2013,ARG,male=1,4041,1828,2700,507.0889,.40717623,read,hpro
2013,ARG,male=1,4041,1828,2700,,497.14575,science,score
2013,ARG,urban=0,4031,1778,2698,530.47675,,math,score
2013,ARG,urban=0,4041,1828,2700,530.47675,513.5304,math,score
2013,ARG,urban=0,4031,1778,2698,501.18271,,read,score
2013,ARG,urban=0,4041,1828,2700,501.18271,.35728112,read,hpro
2013,ARG,urban=0,4041,1828,2700,501.18271,491.00278,read,score
2013,ARG,urban=0,4041,1828,2700,501.18271,.64271891,read,fgt0
2013,ARG,urban=0,4041,1828,2700,501.18271,.42946166,read,fgt1
2013,ARG,urban=0,4041,1828,2700,501.18271,.20912899,read,fgt2
2013,ARG,urban=0,4041,1828,2700,,477.62115,science,score
2013,ARG,urban=1,4031,1778,2698,533.58868,,math,score
2013,ARG,urban=1,4041,1828,2700,533.58868,532.30768,math,score
2013,ARG,urban=1,4031,1778,2698,513.84344,,read,score
2013,ARG,urban=1,4041,1828,2700,513.84344,510.89917,read,score
2013,ARG,urban=1,4041,1828,2700,513.84344,.52166843,read,fgt0
2013,ARG,urban=1,4041,1828,2700,513.84344,.47833157,read,hpro
2013,ARG,urban=1,4041,1828,2700,513.84344,.44231638,read,fgt1
2013,ARG,urban=1,4041,1828,2700,513.84344,.22208662,read,fgt2
2013,ARG,urban=1,4041,1828,2700,,504.3009,science,score
2013,BRA,all,3911,1640,2893,539.54346,,math,score
2013,BRA,all,3592,1377,2850,539.54346,519.62665,math,score
2013,BRA,all,3911,1640,2893,519.32672,,read,score
2013,BRA,all,3592,1377,2850,519.32672,.46947467,read,fgt0
2013,BRA,all,3592,1377,2850,519.32672,.53052533,read,hpro
2013,BRA,all,3592,1377,2850,519.32672,523.92975,read,score
2013,BRA,all,3592,1377,2850,519.32672,.4170979,read,fgt1
2013,BRA,all,3592,1377,2850,519.32672,.19615321,read,fgt2
2013,BRA,all,3592,1377,2850,,499.4902,science,score
2013,BRA,male=0,3911,1640,2893,542.40863,,math,score
2013,BRA,male=0,3592,1377,2850,542.40863,514.54132,math,score
2013,BRA,male=0,3911,1640,2893,527.33917,,read,score
2013,BRA,male=0,3592,1377,2850,527.33917,.46273786,read,fgt0
2013,BRA,male=0,3592,1377,2850,527.33917,528.69946,read,score
2013,BRA,male=0,3592,1377,2850,527.33917,.53726214,read,hpro
2013,BRA,male=0,3592,1377,2850,527.33917,.18138632,read,fgt2
2013,BRA,male=0,3592,1377,2850,527.33917,.40360853,read,fgt1
2013,BRA,male=0,3592,1377,2850,,502.72763,science,score
2013,BRA,male=1,3911,1640,2893,537.04126,,math,score
2013,BRA,male=1,3592,1377,2850,537.04126,523.64612,math,score
2013,BRA,male=1,3911,1640,2893,514.35114,,read,score
2013,BRA,male=1,3592,1377,2850,514.35114,517.61273,read,score
2013,BRA,male=1,3592,1377,2850,514.35114,.48479885,read,fgt0
2013,BRA,male=1,3592,1377,2850,514.35114,.42992961,read,fgt1
2013,BRA,male=1,3592,1377,2850,514.35114,.51520115,read,hpro
2013,BRA,male=1,3592,1377,2850,514.35114,.2104149,read,fgt2
2013,BRA,male=1,3592,1377,2850,,495.34622,science,score
2013,BRA,urban=0,3911,1640,2893,520.73682,,math,score
2013,BRA,urban=0,3592,1377,2850,520.73682,489.80228,math,score
2013,BRA,urban=0,3911,1640,2893,501.13596,,read,score
2013,BRA,urban=0,3592,1377,2850,501.13596,.34076765,read,hpro
2013,BRA,urban=0,3592,1377,2850,501.13596,491.94943,read,score
2013,BRA,urban=0,3592,1377,2850,501.13596,.65923238,read,fgt0
2013,BRA,urban=0,3592,1377,2850,501.13596,.42320141,read,fgt1
2013,BRA,urban=0,3592,1377,2850,501.13596,.20149322,read,fgt2
2013,BRA,urban=0,3592,1377,2850,,472.90485,science,score
2013,BRA,urban=1,3911,1640,2893,542.58832,,math,score
2013,BRA,urban=1,3592,1377,2850,542.58832,523.06708,math,score
2013,BRA,urban=1,3911,1640,2893,522.27185,,read,score
2013,BRA,urban=1,3592,1377,2850,522.27185,.41606045,read,fgt1
2013,BRA,urban=1,3592,1377,2850,522.27185,527.62042,read,score
2013,BRA,urban=1,3592,1377,2850,522.27185,.44757557,read,fgt0
2013,BRA,urban=1,3592,1377,2850,522.27185,.55242443,read,hpro
2013,BRA,urban=1,3592,1377,2850,522.27185,.19524552,read,fgt2
2013,BRA,urban=1,3592,1377,2850,,502.5564,science,score
2013,CHL,all,4878,2373,3776,582.44427,,math,score
2013,CHL,all,5211,2494,4010,582.44427,580.5083,math,score
2013,CHL,all,4878,2373,3776,571.27521,,read,score
2013,CHL,all,5211,2494,4010,571.27521,.17916033,read,fgt2
2013,CHL,all,5211,2494,4010,571.27521,.40012395,read,fgt1
2013,CHL,all,5211,2494,4010,571.27521,.69741374,read,hpro
2013,CHL,all,5211,2494,4010,571.27521,557.01385,read,score
2013,CHL,all,5211,2494,4010,571.27521,.30258626,read,fgt0
2013,CHL,all,5211,2494,4010,,551.17853,science,score
2013,CHL,male=0,4878,2373,3776,581.71912,,math,score
2013,CHL,male=0,5211,2494,4010,581.71912,577.32782,math,score
2013,CHL,male=0,4878,2373,3776,576.56641,,read,score
2013,CHL,male=0,5211,2494,4010,576.56641,.73062229,read,hpro
2013,CHL,male=0,5211,2494,4010,576.56641,.26937771,read,fgt0
2013,CHL,male=0,5211,2494,4010,576.56641,.17341951,read,fgt2
2013,CHL,male=0,5211,2494,4010,576.56641,.39433649,read,fgt1
2013,CHL,male=0,5211,2494,4010,576.56641,564.12262,read,score
2013,CHL,male=0,5211,2494,4010,,558.48676,science,score
2013,CHL,male=1,4878,2373,3776,583.25018,,math,score
2013,CHL,male=1,5211,2494,4010,583.25018,584.43237,math,score
2013,CHL,male=1,4878,2373,3776,568.05255,,read,score
2013,CHL,male=1,5211,2494,4010,568.05255,.33001137,read,fgt0
2013,CHL,male=1,5211,2494,4010,568.05255,.40674177,read,fgt1
2013,CHL,male=1,5211,2494,4010,568.05255,.1858037,read,fgt2
2013,CHL,male=1,5211,2494,4010,568.05255,.66998863,read,hpro
2013,CHL,male=1,5211,2494,4010,568.05255,551.04303,read,score
2013,CHL,male=1,5211,2494,4010,,545.52209,science,score
2013,CHL,urban=0,4878,2373,3776,562.34967,,math,score
2013,CHL,urban=0,5211,2494,4010,562.34967,553.80066,math,score
2013,CHL,urban=0,4878,2373,3776,554.10858,,read,score
2013,CHL,urban=0,5211,2494,4010,554.10858,.59708077,read,hpro
2013,CHL,urban=0,5211,2494,4010,554.10858,534.45093,read,score
2013,CHL,urban=0,5211,2494,4010,554.10858,.40291923,read,fgt0
2013,CHL,urban=0,5211,2494,4010,554.10858,.17450319,read,fgt2
2013,CHL,urban=0,5211,2494,4010,554.10858,.39672542,read,fgt1
2013,CHL,urban=0,5211,2494,4010,,526.22437,science,score
2013,CHL,urban=1,4878,2373,3776,584.69434,,math,score
2013,CHL,urban=1,5211,2494,4010,584.69434,583.67981,math,score
2013,CHL,urban=1,4878,2373,3776,573.20203,,read,score
2013,CHL,urban=1,5211,2494,4010,573.20203,.29052782,read,fgt0
2013,CHL,urban=1,5211,2494,4010,573.20203,.17993656,read,fgt2
2013,CHL,urban=1,5211,2494,4010,573.20203,559.72552,read,score
2013,CHL,urban=1,5211,2494,4010,573.20203,.70947218,read,hpro
2013,CHL,urban=1,5211,2494,4010,573.20203,.40069041,read,fgt1
2013,CHL,urban=1,5211,2494,4010,,554.12872,science,score
2013,COL,all,4102,1931,2584,518.88354,,math,score
2013,COL,all,4426,2216,2735,518.88354,514.6908,math,score
2013,COL,all,4102,1931,2584,519.10376,,read,score
